"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
1.02163297029394,2.58469564320096,1.04054278443365,-0.903454407121225,-0.204475744355964,0.181305366132357,-1.31252010913148,-0.891666748482874,-0.870264563785892,0.767055911071485,-1.2795847751526,-0.0865620126596439,2.31607617886008,-2.06269755502625,-1.03255310939156,-0.523298578716558,-0.103707682501937,1.08301979423204,0.613980791082965,-0.804997672748339,0.690060825852679,-0.695044302616331,-0.188813000488032,-0.766921465118246,0.664465981691976,-0.359212899011132,1.47595507730746,-1.44294914312035,0.497973398961363,-1.30351092379332,0.205042874123711,0.143239211280425,0.747949749551042,-1.45771062886421,-0.408032181371199,-0.718974900234783,0.747384742209288,0.468175586320745,2.34586137394329,0.180579320951713
-0.0367180401049102,-1.04533893992671,-1.27671422949343,-1.2952597974879,-1.20189406946753,-0.0042591197675175,-0.767211083951283,-1.38606219250291,-0.126736168245335,-2.04915676914798,2.59524286037871,0.530622743246665,-1.15843112957745,0.410632944087576,3.47438895172231,1.44956847961507,1.14444468689119,-1.14073118909313,2.37064895199753,1.15195482289074,1.27953113888835,1.19457641144283,2.08442667761689,-0.953773922798459,2.04105017843014,-0.763844732596551,-1.28271080436648,0.0798355539390741,-0.0310255662158114,1.42737390385564,-1.45690056639368,0.307882101088767,-2.152777239744,0.0731623681494844,-0.677302192737005,-1.06261936878019,0.620374381840399,-2.1300176018828,-1.49586011741834,0.430825003156741
-1.41297417229122,-0.43422480511757,0.147402058900127,1.39567825560276,0.378345490574962,0.142687177713702,0.168113222963631,2.62153412822607,0.373496163246475,0.390740211317207,-0.421835520298355,1.08268365583672,-0.453452094077202,0.57192240766101,0.138613164332803,-2.04148645928166,-1.98425216591699,1.09249526422449,-2.75946143568965,-0.361612619791967,-0.966499171970151,-2.41370786281594,-2.2634305525768,-0.164258222577239,-1.15578360751254,0.703100149079421,1.58870182807607,-0.207346461287597,-0.0839440780122137,-0.479152861006917,2.28653232741145,0.130230518690255,1.91417503381929,0.314938243653742,2.41997369362822,0.403292039880062,-1.47512366229774,1.86024326256524,0.0189627896219313,-0.387302689849092
-0.63414473097126,1.0083179334702,0.616323183602105,-0.60798825152894,0.841786491072024,-0.240611592078082,-0.581870152362368,-0.286937776352426,0.202026369227574,0.194744434902209,1.77193484348127,1.05100895560448,0.659345013515478,-0.558024879147276,-0.490884273959141,1.22117402862816,1.72072629932658,-0.379645060191301,0.423781130871522,-0.794651988293573,1.4719399419466,-0.298554267800424,1.25948684480438,1.89383336235172,1.26491674929275,-0.658935890075243,-3.3443790655522,-1.76132315422892,-1.45164549476605,0.261068532798401,-1.63036544897547,0.808009482859149,-1.01114803747264,0.305737065039009,-2.96445128184577,0.984474337006844,0.368093516240031,-0.751817963003785,-0.552230412842886,-0.185203493361651
-1.21943732793779,-0.875531103541609,0.0479072839281905,0.748201881963105,-2.81431596623411,0.34483902274927,0.396027963855753,-2.7879745240557,1.0352866064404,-0.258504605564519,-1.15455018493474,0.799695901043754,1.68550358532506,2.57217682830258,1.33178950411835,1.03583901414721,-1.4174803990373,1.08227804721404,1.23566085213716,0.382039196146739,-0.557157570999977,-0.828641065780558,-0.872238835009104,0.624769147168426,-1.42270307875708,0.441352202774374,-0.668890842865677,0.966642695033113,2.53963011694557,0.881222514040886,-0.189313742020634,-0.80184336735721,-0.456685052206943,-2.78521625968955,1.15843029295773,-0.334503290141376,-1.18160417922785,1.0636417995793,1.05409674190373,-0.133407022443366
2.43833247555342,-0.00720261522648371,-0.210371298734078,0.0106409647602365,1.78599089270939,-0.248840969287027,0.633499458114751,1.88626447266058,-1.08968101635167,1.41261397081215,-1.6886234917689,-1.90960688257,-0.532624741979875,-1.96201336159156,-2.22615294915495,-1.89364269133829,-0.138657794228137,0.425693401356968,-1.24507276673754,-0.630214737167032,-0.658135353579359,1.06350689069102,-0.319690288330112,-1.41736045826788,-0.205987667280241,0.70562039830521,3.22246971514464,0.26380613057352,-0.706869247366375,-1.23725473293101,0.990754014384449,0.0982120428087151,0.90395444894218,1.28824997014588,1.08461585516386,-0.533321764161707,1.03487386085692,-0.153614649772398,0.382991974542893,-0.329688830621677
-1.59390679465375,-0.315182556879963,-0.824741270881969,0.698470514980622,-1.26546410281843,0.0926365735203138,-0.263291355874438,-0.618076263679348,1.36430737943146,0.43427661554978,0.983314506373226,1.47249365035504,0.77544042620052,1.16161614187177,3.0537797415476,0.461605968136245,-1.48166686652706,1.40896341291223,-0.452073621697031,-0.352297065498503,0.497376031865288,-1.31297060469017,-0.809262377796176,-0.845690865585976,0.0150237188271909,0.617324741207891,-1.81235623829462,-0.755063675245021,-1.12999640193757,0.81037355305237,1.28006367131907,0.405916113514759,0.851076455947466,-1.06897580399975,-0.481885931165748,0.0878263202343118,-1.44183876483345,0.506621477540137,0.629713094410886,-0.496563676355171
-0.731408657858237,-0.230207285783226,-1.40127362608838,-0.606775740079848,-2.14549964210765,0.389651769872318,-0.939010763250848,0.635769729647784,-0.285113032933919,-2.0191543889667,3.20666885059442,1.77532802521508,-0.700671491610894,1.23560095370455,3.22619422781632,-0.602582029441971,-2.12247638109227,-0.00968201117132959,0.767020741666509,2.12161966452629,1.02803052119024,-0.637480545588242,1.76821315055604,-1.49968038523829,0.950335258443588,-1.41228354029986,0.316009233461654,-0.0116585332349092,-0.248923397394021,1.42807862125915,0.467084515194465,1.16985280008723,-0.801498656059826,0.440575769476298,0.700993216840424,-0.824064679324413,-1.4639225122415,-0.998902618548931,-0.980612998514498,-1.17220002231742
-1.43721904987982,2.07624357640138,0.0602017073244608,-0.241459181146402,0.087119313989201,0.105068516594357,-1.26952088650742,0.0104397884271743,0.750604389655908,-0.728067358774759,0.884405135278493,0.0371083574562806,0.173619728884938,-0.482858197141535,1.51992257903321,0.249489703359997,0.189746283154368,-0.577542352345359,-0.294271318482446,0.148605320816539,0.87174978235172,-0.557003569550072,0.0426129427788066,-0.275951640363899,0.455631108057305,-0.67157725461662,-0.415216179349985,-1.57441691898905,-1.67262156239863,-0.353235509350011,0.76783418231567,1.23094527224399,1.30234454640789,0.16006101406433,-1.10248207003011,1.03486475107525,-0.954867977894872,0.327747203410898,0.535465876838572,-0.552549208740416
-0.148511398107796,-0.645863959920857,-0.24511109008707,-0.433572006810045,-0.378571537983388,0.0631619445639802,1.22117123312989,-0.393336256792899,0.465026108314018,1.56499350196139,1.77943786804261,-0.158605651714597,-0.935551002710993,0.109142758929454,-0.129724016366061,0.860561490461156,0.561629136416505,0.64252571377204,1.19516677596772,-1.36591199203263,1.01643976464428,-1.05233375015062,0.527557201577006,1.12287089486539,1.70965270533909,-1.0550532865446,-4.09658499760338,0.762918101571424,-0.361494703798167,1.1542425541438,-2.01654398411665,-0.334850941761275,-1.84476101095427,1.45495499714906,-1.32711393765407,1.11101784713592,0.716391645197778,0.223369252272771,-1.83375211825792,-0.0792551025762494
