"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
16410.4603061359,11472.3737755229,10631.9137464419,17890.9277758832,16499.9249504102,14530.184091737,12727.7238490205,24426.9679421821,9446.60980596495,17449.0253585643
16340.2566115372,11435.8325037411,10626.9238334117,17898.746434706,16514.6712804951,14509.6637177361,12695.0493792688,24417.0735260776,9428.3086112836,17423.1360867729
16281.737957097,11415.3581184462,10623.7718220856,17902.4955557445,16548.0101031601,14488.831703079,12679.2971435172,24413.7302381252,9416.43961278243,17409.2020529163
16224.772511458,11396.1012277304,10626.60643732,17917.5352013029,16594.1260057962,14479.3515049637,12666.2737583578,24368.8414576799,9412.75516936555,17402.2549996505
16154.3009215972,11376.0652437496,10630.4265235603,17941.0363162103,16648.2745761639,14470.018153491,12656.9308490585,24311.0586409161,9416.67610165266,17401.0728007374
16091.6854310639,11353.9326308118,10628.4092474342,17974.74715421,16697.5962781302,14465.7256049503,12653.7753957882,24229.6789843753,9424.90835530302,17403.3733328337
16040.6799559099,11331.8447780719,10602.9972093575,17996.3852540867,16744.5367141342,14446.2975860625,12646.4711419825,24152.5133265034,9431.58042284596,17411.6805007321
15962.9953981261,11297.8514365253,10552.9500796515,18046.8628941926,16810.1541375248,14425.6150291375,12643.3832703678,24030.0656652494,9453.27567625084,17437.4943685986
15910.9988487753,11278.1501584258,10531.7696920602,18076.5706119307,16841.5624541358,14421.3325282798,12644.329794914,23969.9282866261,9465.08765299216,17450.8483826381
15843.3314303048,11252.5078372476,10507.950288742,18109.0923597189,16859.1540237447,14418.7767015071,12640.9471243451,23905.0534732537,9477.55843221056,17463.0520564059
31034.0654624583,20557.3593285631,24116.281353164,36593.6864493655,31945.1288028689,28558.5787455009,27238.9188364353,35027.5770404143,23218.4140611795,36159.3761896791
