"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
17235.6327063202,14201.0367376829,17555.4600639919,20036.77593484,28773.7144092331,17181.1787343421,12451.1927730607,15803.1827418495,11214.0506752235,12572.2218413917
17221.8786129475,14176.3145188451,17522.2105373373,19960.2505460349,28692.7671028216,17119.706798416,12441.2106368872,15717.1286637117,11150.7096712217,12541.5870240405
17216.8015192548,14154.2516303112,17496.363556356,19889.5372806176,28650.6787847398,17058.4236267282,12430.7373692012,15637.9971456085,11095.0089407157,12509.7436921447
17213.2579849826,14141.6013371686,17474.621901426,19820.0579336117,28607.0375708505,17006.989201995,12423.9325011772,15565.6706028405,11032.4961477942,12479.5437867005
17213.3863451208,14130.3507391006,17459.7450964682,19753.5449499077,28584.3263451818,16957.2361781204,12420.1237072042,15498.8486451699,10969.1071494451,12452.377092904
17222.1799502767,14127.1226825975,17436.6948904517,19690.8364225931,28556.0355318639,16907.8592053932,12425.2840411769,15440.6191117488,10905.4609836576,12429.3960438649
17227.0023660055,14121.0322701267,17424.9736093864,19631.4491283258,28541.5407023124,16858.3568636677,12437.4369413909,15404.5368518285,10851.438825017,12414.5722013259
17255.7725418222,14113.2901952228,17419.3983117331,19534.1059829116,28520.1407044098,16771.2554161634,12475.5917324597,15368.1045654979,10765.2794799014,12389.4961724686
17279.4271068949,14118.7298592398,17425.9407984429,19486.2832406584,28516.0128611396,16734.0370638639,12499.1569886171,15350.8428750647,10720.8027284161,12393.367832613
17306.7592240528,14124.511115015,17437.4732043856,19444.1233078895,28518.1959331472,16696.9381579754,12518.8997787012,15336.9643751044,10678.5656732271,12392.9664232822
36199.8002993081,27454.4989309949,37474.0817632052,35072.1351278203,41988.5663660404,32877.0198416269,29999.3930820241,34006.7270303836,27752.4059530842,25218.7099635087
