"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
19601.2027066305,15024.2694077096,14127.6506528117,16694.2536611263,19074.7450047641,20573.3899442689,18555.4941177377,17185.1405323126,19625.1793849992,28533.3978347424
19528.2481473519,14987.3638891683,13938.1462844583,16630.5722748136,19032.3865112665,20513.7748349216,18397.8477237011,17059.1856582733,19570.4730279461,28345.0150298997
19459.9452060979,14956.923800408,13759.2124166132,16585.3723061237,19000.9241558183,20441.6405152484,18259.8787990897,16911.1822591994,19520.3373105628,28155.2956332019
19399.8853190114,14931.3256438623,13604.6420680634,16547.0322185636,18977.3617786407,20381.5144647923,18134.7726748317,16777.9896955316,19478.4075889027,27977.5508475261
19348.7173076541,14911.014165759,13462.5879712329,16514.445412691,18962.7315916979,20323.9106913596,18013.4645540598,16683.2526897234,19442.1132176917,27808.2730202721
19299.7453188413,14913.6488955533,13345.8378142076,16490.5743785576,18952.7872559579,20277.9150321578,17913.3877274692,16594.6289442737,19416.3033005863,27691.063649779
19259.0136722326,14921.8644782914,13249.5399132342,16478.5090359266,18954.392658037,20245.8817809862,17851.1328816571,16514.2281839574,19397.3673351784,27581.1766071028
19170.1882985729,14919.7696616931,13034.4695198998,16464.6282160715,18963.5927109001,20182.7301685263,17741.1815766827,16373.0527821261,19360.728640467,27349.8112314946
19130.956347432,14920.2346450005,12922.5285991058,16454.3349408764,18972.1610455113,20145.3410261314,17692.0466162123,16310.9514247948,19345.2142819576,27233.0527746377
19093.2669338322,14926.2794024336,12818.3502373794,16448.4455990027,18985.257691442,20111.4350503903,17650.7280184833,16252.9103648764,19333.1974035873,27121.3416210137
28499.981605729,30630.8539717253,27119.7638965202,31649.4221822027,36318.6650777202,35510.4053156629,37041.6415775297,28037.5685508168,34522.1061102723,40281.6315011273
