"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
11606.0756241391,14517.8865308896,12181.7189885684,18511.8980492174,13765.6300197337,15729.2976026087,16582.9153475807,12633.517199621,12634.7533722378,22432.6164595485
11593.5470906408,14516.5302462497,12122.9921937072,18445.0460331616,13799.8373053741,15728.9277075253,16527.6013944761,12611.2638868691,12611.7643784134,22395.0547134304
11584.7153326846,14515.7705797934,12067.2317604943,18373.3136074989,13848.7611942409,15736.8843528135,16461.8341061772,12610.8710244352,12592.2942554055,22355.8883326049
11578.6090004362,14518.3302550252,11999.9246526511,18303.5222747298,13897.7580950468,15755.3823882664,16397.4253934701,12601.8496565132,12577.581870661,22297.7843505718
11575.8421171396,14532.7599835029,11930.2403724972,18241.7714343618,13954.4115514789,15776.5424192647,16341.3917341918,12599.5484232003,12575.8364201032,22241.5620339095
11574.3252032819,14547.9126169878,11866.3409087042,18183.1522392407,14013.0730902599,15811.7049644316,16296.8881519576,12611.7925683476,12575.8955614241,22192.1189513501
11575.683640305,14579.924780136,11808.1311446406,18120.8322703144,14074.9345309521,15846.1374996683,16261.7320618489,12628.7915423086,12589.5804764291,22152.9984298098
11596.3517739395,14666.9969347211,11708.3985090087,18006.4008597585,14172.6352410874,15918.3994372379,16186.875597855,12669.8920371699,12633.9013128017,22053.3466143478
11612.50099927,14718.7564536043,11664.1110731618,17952.3373515281,14206.0874116585,15957.2787681976,16162.2151425042,12699.4541249819,12669.4689688543,21971.7618060901
11633.7203471565,14774.5868129794,11619.2708282704,17900.1928729594,14241.1204803349,15997.2172064419,16137.5951396001,12731.1536065751,12702.9784664682,21887.7417701698
25493.2344746918,38932.3676424445,25106.2588319665,31488.6493341375,37124.3790644653,31561.9650614701,31835.8847288327,28528.384390586,32565.0478546931,27722.3779312423
