"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
20123.7199362725,15009.6426991166,16962.9665792636,15271.9672497383,15985.8624797205,17397.7825966963,18438.6921470993,20199.9874700787,17426.8283562255,15348.7065207427
20034.842786361,14991.7778659707,16858.4640173157,15197.3112906633,15912.1506691727,17368.7260690645,18429.9753974451,20239.655010559,17391.7096062132,15322.4332190624
19949.4368870824,14989.4283590888,16762.3051161716,15140.0681452502,15848.8070225121,17349.9083785263,18424.0896152673,20257.0568099382,17362.0762879174,15308.6377097285
19870.9803968312,14995.9242783653,16669.3115108077,15083.1876698884,15790.181610329,17339.4333530908,18422.9532760941,20287.0445186517,17339.1491214668,15300.6306639163
19799.5487996676,15011.7606716548,16579.0998128175,15034.3078452659,15738.5097378634,17338.5303685475,18428.173863922,20318.781164088,17308.8170495417,15288.6278105974
19729.3162161944,15037.8649037405,16494.7736101197,14997.161683269,15694.6993569236,17348.0609366927,18439.8690084916,20333.1410089353,17288.4439022923,15287.0981616284
19665.0797484616,15056.4660716543,16411.1745997253,14955.6631621994,15656.365399667,17369.0486643409,18459.5753764432,20367.2890554242,17272.760070239,15285.7973077656
19542.1591759761,15115.8402878614,16254.8189184169,14881.8241120713,15621.1567213167,17449.6524039957,18515.1288125761,20455.7088871545,17234.6148851067,15288.6229339324
19487.3384272531,15149.5922232288,16183.382201212,14844.7369793048,15609.7981742515,17492.4757684525,18546.6909789693,20499.2047178955,17213.317968732,15296.2365906896
19441.0851328892,15185.3216709437,16116.3514468988,14809.1385195691,15598.3562607083,17537.7319412827,18583.0225006512,20543.7208654556,17190.7910583167,15307.8644168529
38494.7008330821,31506.5369249792,29721.5579008989,26349.6846216986,32805.5272045471,32838.7796067392,38737.8743372875,39472.0950180491,28369.3915992279,33856.7929967523
