"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
15725.7984678692,16810.500851858,17504.0368288864,12853.8071279191,16214.2332054153,11765.6982249006,13115.4897623451,10851.0995179801,9361.89519791544,17578.073186547
15698.4679692625,16828.3486499893,17499.3414406941,12783.0510958076,16162.7501222515,11736.3393524289,13010.8668760105,10843.2276335327,9293.36709088587,17540.3080454969
15660.4222121431,16851.5031735645,17489.5980873713,12719.1820892843,16117.3730688979,11712.5300377857,12911.3381479146,10832.1699886092,9229.88415461023,17495.4172168021
15643.7846315887,16879.9064781664,17494.3742157479,12666.8325874498,16080.2811662684,11695.7175529648,12816.209026979,10821.7895277822,9171.38344140378,17471.9513772899
15621.3808002796,16917.0030899678,17496.2723517404,12619.8341506455,16056.0126807475,11684.6421932296,12727.3005474678,10816.1291269319,9117.21703748468,17448.1713430459
15623.3753205626,16956.376055053,17508.0962119466,12584.5944620328,16028.0089849596,11684.3467905572,12643.7970567851,10812.3418338407,9075.99322650613,17433.1397053638
15605.1169405399,16994.0009892026,17508.1276484854,12543.3490328968,15983.5323273568,11692.2041160787,12551.7006936349,10797.3895828767,9048.67334149839,17397.197444249
15573.9730052144,17093.4908036065,17536.2652468489,12488.9389016993,15905.9405893199,11726.3467120395,12370.4934508531,10778.9864670973,9012.91775032559,17362.3985322099
15558.0263370475,17152.4249902032,17561.003143919,12471.015554447,15875.2565555869,11751.644323512,12287.4133400372,10775.6775246528,9000.5796059866,17340.7542445211
15543.3233495971,17214.4985206771,17588.473081672,12457.0588670687,15848.6781719629,11779.8748934909,12209.9330273407,10774.5229070304,8990.53720762759,17321.1074539303
29695.2471768094,36143.9976259568,35590.3560091145,28518.4788235513,33513.3609230002,28179.951984936,24668.8990889375,22009.9330827827,25515.3374900332,30380.1872049006
