"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
14482.9180999839,16399.3349451948,13657.9347703043,12929.1801649937,20827.7980356466,12881.892903663,13352.2791795644,16218.5787399871,19002.8487020396,12051.5389114606
14451.4596617258,16309.1215560304,13649.0492448694,12917.5429978845,20768.5482167478,12847.965584662,13271.9146824867,16147.4825268067,18916.0328783246,12032.8049434603
14427.0646244319,16223.7977875506,13646.9515337721,12906.8794620312,20710.1252628633,12806.3693121549,13201.2161832703,16083.9567746415,18829.0867684442,12014.5680256036
14408.6769319983,16153.6515632876,13651.4522798372,12902.6716534442,20643.835460636,12767.0911820313,13129.7102124364,16029.2071060893,18742.4124089742,12000.1274945255
14411.8634598693,16084.5960106814,13663.2006059805,12906.3765422665,20581.0661469039,12740.5273386303,13066.3964353179,15981.1587314322,18658.7479054474,11997.6004731637
14421.9396384149,16024.3326314913,13676.0459603423,12907.6490797753,20511.0426529251,12718.3913868168,13003.8739734666,15931.1337568417,18577.1159129219,11997.452504707
14429.5031534972,15965.8901057274,13687.2182507606,12905.9807552762,20424.5718787359,12690.3882169874,12954.6836056632,15883.2059873216,18500.7141299514,11994.8073894831
14443.2141429218,15862.652122497,13727.5877023844,12912.0048002241,20230.7803211935,12632.4651201465,12859.2272753777,15797.049242693,18368.6903495125,12000.0036575354
14453.7670137092,15824.1879886787,13756.9425528444,12924.7925728903,20144.0345038958,12605.9104812098,12821.3666639556,15757.3756580408,18313.239069541,12005.8924667886
14463.853606257,15788.1693455473,13790.9278308916,12941.6357879902,20058.6851668469,12581.9638377761,12781.0299094007,15720.4651147102,18258.3041873887,12013.9468902694
29983.6403472917,34689.9349260363,33953.8539388225,33943.9617596893,30351.7411262188,28311.0196850494,23327.6832163751,33107.4440454749,27848.7583508888,31063.1578247093
