"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
23333.3861338127,14096.3136608008,15407.3682166237,13177.7997836272,12202.6463750894,10946.1633421821,28030.7868743215,15062.7535627699,13535.7268658357,19564.6704306656
23237.3847120912,14015.3907798871,15346.1326260788,13114.4057361048,12167.9295948887,10927.6602423856,28045.5671761403,15025.9762116086,13492.3645822277,19436.4026796191
23145.1775554762,13940.4044574529,15286.1151795817,13049.5336072864,12136.942900527,10919.6712088613,28056.2434137825,14989.2062082249,13454.397339452,19310.2461672766
23054.0455929328,13852.639179118,15230.8060910023,12986.6182737989,12104.748995251,10906.3014791976,28091.1982406721,14960.0826709165,13428.8866775976,19190.5456523948
22957.8885832469,13776.315847007,15194.8445635559,12925.1613264657,12075.8510442773,10901.6226525495,28104.114024727,14934.7769235587,13395.7066015853,19074.2531128153
22871.7401466144,13702.9809087917,15153.5691511893,12871.6470959543,12054.4412760946,10908.972591759,28126.5522907088,14922.3446797998,13374.9507007151,18968.9012205881
22769.3699031983,13637.9472524014,15120.9203389831,12826.5184494222,12034.4820732171,10931.0505032635,28168.8899553603,14924.3837753621,13356.0377567457,18868.5311963844
22565.5051522716,13512.7123840302,15052.7012023857,12747.2625896802,11994.0838095081,10982.3099100731,28265.0519705571,14943.6538420884,13318.1239134182,18685.7891517334
22478.6272810668,13455.8010916328,15018.0232012953,12708.5834361539,11977.5153804039,11012.7262981632,28315.2680484588,14956.4498434405,13302.8377418781,18595.6845440627
22388.4386103744,13401.8157193992,14985.2407370431,12671.8429132977,11961.7793109367,11047.2870714837,28368.4393457606,14972.9700493223,13288.1991334685,18509.4451182148
36978.3617534728,22351.8953991526,27297.505511716,20873.3995148597,22971.7466221784,30856.1423760095,52685.6660053938,33468.7268015357,27223.4196271722,26088.759829946
