"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
14656.4779190699,11815.0839036692,15309.0680868831,12911.2249096041,23618.5643249934,11247.2469779312,11026.3622707935,13831.975640412,17455.2127186798,10975.5303824631
14616.8564563236,11801.0290295662,15277.9030346489,12906.0663293579,23544.501699802,11167.7901712949,10971.6218995,13825.7705397985,17455.7849777784,10990.7776850198
14584.1893481208,11785.219109446,15259.8143602054,12904.1814727671,23474.0004166865,11092.3306546232,10920.5251505183,13812.1945893944,17459.4079507199,11005.386356218
14548.5964628985,11779.4844145892,15246.5793387182,12912.7310850174,23420.9263838753,11023.711123556,10874.3215252485,13792.6059240272,17471.3832037093,11024.6255027862
14523.4943555806,11776.7294191749,15240.5951241392,12913.7698903527,23334.5210615121,10971.4347365088,10832.243228911,13776.1643136087,17480.9108293118,11053.759890482
14505.0321388479,11775.8547084844,15240.5613116396,12918.1937382437,23254.1855116121,10907.498171642,10794.62730888,13768.8847224589,17459.7701341793,11080.6666712944
14493.5315652132,11780.6029190425,15254.1496152386,12936.4087964262,23177.5173647206,10852.2050832986,10768.0316175457,13762.9136524609,17407.2650411553,11121.4347059582
14479.3246932062,11835.0435416849,15300.7633951574,12975.8457995078,23006.264788993,10754.4831464996,10706.2800423375,13774.7900910002,17311.4384806027,11195.1463872499
14478.6947192262,11871.1924215324,15318.8802997896,13003.088535549,22915.7901600887,10716.757108421,10680.5116824919,13787.1421725818,17268.2642435569,11241.5537554088
14480.3728535414,11912.0656870844,15339.6448023763,13033.1306486763,22837.3537931866,10683.7110013985,10658.5499140421,13801.448688508,17228.6859420021,11291.6260703763
30844.0334919791,34098.0261210835,29779.8991059775,30109.683647184,34994.1291557378,25528.8522267262,25078.8936911938,32680.9847548254,29866.4325301684,33132.321096663
