"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
14703.5627584071,13946.0538410169,17014.2171109034,13969.44723468,16695.3130602965,16597.5061831261,15970.5169967632,15362.9078346846,13850.1599896005,14518.8032850985
14673.3923952728,13925.2281337119,17018.9956293908,13912.5344362259,16650.176777086,16608.1045813721,15905.4413599461,15337.7440887995,13807.5489467948,14445.1891506475
14648.2435366262,13885.2029334006,17034.8770543189,13858.5566956958,16602.8077669903,16622.4517711718,15843.4996113835,15319.1545793913,13773.621925973,14387.7780513788
14625.3909855298,13839.5227924135,17031.9554874068,13804.541614678,16554.6592220788,16645.6119880884,15769.0697628041,15307.1942831094,13737.959123498,14349.8505841642
14606.6417707405,13792.070746886,17038.7400159524,13749.9242940356,16509.4398472655,16678.5812787562,15697.7283182487,15312.2066108678,13706.6572463868,14316.1811212978
14589.2360990757,13752.3134541189,17036.6739210365,13698.7294908819,16463.8408575818,16705.692925602,15625.0581893324,15329.5893589447,13679.6225641211,14291.2573732224
14573.2212943335,13702.2414088452,17051.457179192,13650.9574923054,16423.8301086226,16738.941932735,15559.9724020747,15350.4929759096,13658.4142506065,14267.7873955084
14543.9152675711,13613.6056344539,17053.023698984,13552.3370657475,16342.345149905,16795.6241874162,15418.9178847619,15403.4735784698,13631.8540346791,14219.7681608662
14532.5863003884,13565.5204731182,17050.8246663596,13505.8455456837,16301.5023346231,16822.0731125643,15350.9408878792,15434.6088880578,13618.0631863,14199.9186033396
14522.5846575064,13529.6188393414,17048.4054766604,13461.6864656828,16262.4972563894,16852.3588631805,15285.5172375581,15469.1231920027,13606.1011974274,14182.129351685
29550.4919316828,27189.4584413162,30214.8739759902,25385.2182716679,29877.8371129134,36171.907587076,26137.3391131483,33405.1401384523,25192.981374608,25536.1240833931
