"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
13424.5771984703,14795.9881131011,21996.9762113538,11715.1880820821,16593.3449646805,12878.1215661974,16583.4120635735,17109.9826540038,16354.5261281641,19187.181907405
13417.9758620696,14818.1426556779,22030.1460751608,11688.8092897142,16505.2246979924,12839.5216406867,16545.7771126692,17114.7268806378,16331.7949023696,19097.0690995912
13410.2144446655,14848.4073325629,22065.6478623605,11663.0397008682,16427.253090361,12805.3331067897,16515.2152113376,17123.6848026481,16297.885223016,19025.0453857874
13415.7218665187,14880.1183150168,22102.0697569574,11629.2163995938,16362.2888299177,12774.7530452378,16494.465865797,17135.7160141027,16272.301898492,18945.1751808478
13430.871196342,14907.2900202474,22096.3641372588,11603.6771578832,16301.478002631,12741.0095719835,16463.655861821,17144.7561591932,16240.2176750369,18873.7968304454
13437.810080466,14942.129285324,22081.2541153077,11578.5987525925,16240.6835402355,12708.0768800001,16438.6431608504,17161.4474567953,16209.2796932925,18813.5250103001
13453.9712286674,14985.7782726504,22060.392924708,11566.6406725966,16182.8490479579,12677.3273480788,16414.5738376485,17178.9496373451,16185.6705958436,18756.7422825529
13509.1729388975,15078.2422157774,22040.1661629293,11572.2390563213,16057.6200564093,12636.0603249038,16366.9670306876,17213.7893726662,16182.2091694705,18654.5721921674
13544.4258981026,15128.332059117,22031.575427996,11581.1313083738,16003.5429018388,12621.5980534837,16360.2970801384,17239.9085599449,16185.3403528622,18618.4289568959
13582.7489609658,15181.5177759524,22024.0322677851,11591.7420107962,15952.8599791528,12610.8673249195,16349.6579316345,17269.8228421299,16189.1436880183,18583.8925070476
33754.9062150085,33748.6341356629,33992.5617899166,27331.926094618,32311.1637706688,25602.2832198147,31861.2036924081,35817.3568560317,30277.8056597094,34523.5707348846
