"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
20018.2868258094,14539.4398491206,14908.3588083503,8682.24722801695,19725.9890164662,17764.6858475176,20530.4146456154,15770.6672093773,16150.9009077461,22640.8123615492
19889.2502081966,14453.8170738278,14892.38188309,8637.12418730009,19569.67426299,17723.7197511663,20374.8660176462,15647.2333608873,16051.2028292935,22526.4406875336
19766.0272039843,14369.7164090428,14875.4193670045,8595.6381790237,19411.445621998,17695.0491130285,20212.981706569,15538.1408682869,15960.3062548943,22425.0943691048
19664.9182610547,14294.6723187408,14870.3333913125,8558.5810067684,19270.4919078283,17652.3135861733,20061.971506372,15426.5003228229,15867.5529854377,22325.9112388787
19550.6702704591,14218.7970089955,14872.6006298575,8530.93852246969,19126.629441667,17611.4237293613,19902.4328701901,15331.2191417525,15774.618667053,22215.0925981124
19432.1097214974,14156.7518090379,14875.9397228008,8513.73332299639,18957.6769423393,17577.9380252043,19748.7115623653,15228.2437417971,15684.4597191067,22108.8513585892
19315.8010658497,14093.4491501417,14888.2807487028,8503.78198445678,18774.1582959715,17549.7489946789,19594.7144449668,15142.2297114781,15600.0204691323,22009.3550589588
19059.5328233001,13982.6823774508,14932.9835958216,8503.8896347592,18405.5312170531,17507.889085954,19294.7635205329,14922.6980359555,15429.4850909026,21865.5629589246
18915.3470597499,13935.9382890641,14956.5263285459,8512.24732401607,18226.641586272,17488.5910910304,19159.2340533787,14809.9801771422,15349.1171646087,21798.4881622055
18788.1585822566,13893.1526327581,14983.9765834927,8527.56331558615,18050.2784978997,17473.44063862,19041.4223310794,14703.6920693615,15271.0803157649,21731.7171320538
31005.267141618,26988.7331103025,36961.8709490112,26367.2587658081,24918.1224240275,34264.920090777,33307.6289409265,30863.8559368674,28069.0498923624,28637.056982482
