"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
19717.8702087289,25582.2762337091,16956.5085336226,13009.6765471068,23499.7313293476,15816.4610706071,16936.0233388261,13968.8628582116,14645.5648567952,13675.7053896428
19590.9236471827,25377.894219153,16914.8507044971,12936.35974979,23294.7851255504,15694.5716268503,16986.2576654374,13890.726925776,14541.3923876145,13604.9720902666
19493.9215791408,25191.8955968706,16883.3306415943,12860.5859714795,23084.0835776307,15592.2164280264,17042.38454033,13802.2779455144,14451.0178936006,13534.7661727479
19406.7695234083,25000.4572811223,16861.3621469528,12781.6331835677,22871.8442181933,15486.7250190271,17100.7381621412,13725.724111054,14365.5116620825,13471.1094585699
19338.7280583252,24820.9260731572,16843.146702975,12707.758769997,22648.9026894041,15384.7520320138,17164.8818743042,13656.0390146022,14288.8675816249,13413.8034315834
19271.3629955892,24664.0919511457,16827.1463951353,12634.1149902762,22427.3922043339,15289.5890374415,17229.0909762879,13598.8485199345,14207.2979142755,13363.1480629992
19206.0272914794,24496.8057288405,16823.8271548815,12574.6240938866,22211.1636213016,15204.4935848716,17288.6505240314,13544.0044542005,14145.6580639839,13312.4076057354
19079.7424374747,24155.6278087356,16819.4463251417,12476.0333046869,21817.1788319277,15058.0658842447,17432.961320822,13458.1901949432,14027.5196006869,13217.429158343
19026.9885017886,23978.9539882637,16828.9030639153,12429.7271022823,21604.0253366487,14987.3322497134,17512.982816267,13423.6597999311,13978.5076575408,13173.5565792105
18977.3658350942,23804.7012891797,16842.0648470535,12387.1065424294,21411.3061500216,14920.9267160715,17601.2204570807,13393.6591774212,13932.8406684489,13132.684516947
31732.3126101521,29907.0416360266,35498.6700808602,24988.4887178144,30054.131791975,26696.5102087411,42660.3396851406,33249.5224962745,28563.9962874689,23133.9263487494
