"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
14081.4067995927,13893.2217395492,13152.1301330574,18541.0408756742,16315.4696638328,12080.9611965816,8462.2494485701,20941.6758733084,14495.7299183007,12656.8936982675
14072.8559241949,13875.1398125738,13116.5404471093,18516.9387972416,16204.2969450998,11982.600076844,8428.17725657878,20831.9893661408,14420.451881314,12621.7295620486
14071.639754004,13864.044690308,13084.8731548073,18499.6565159906,16095.4228466247,11884.9798099852,8396.62696708205,20729.3104373588,14350.8821539191,12590.8815449026
14075.0143339758,13874.0661008311,13059.6272219967,18482.9348452082,15987.889458311,11794.7645084793,8371.59236463326,20641.862697342,14271.0435367689,12568.7442977308
14085.1014901371,13885.9705536478,13047.2419233651,18461.5597387927,15890.5610174653,11711.1800509403,8346.60708389911,20565.7944009224,14188.7035598341,12549.7253866505
14108.5542909713,13893.0645051687,13034.1828307307,18441.2841099078,15792.2828594837,11634.950314285,8326.63988032476,20475.6064190709,14108.8144627999,12533.2765563964
14126.3038886312,13895.0177385621,13028.4237680921,18432.3076586847,15696.5747161612,11566.6812090325,8315.21765245099,20385.7832448436,14036.5559694321,12518.9249460663
14169.9999239159,13916.7923208752,13008.7744020664,18443.7588860506,15516.0221983752,11433.7723333407,8288.99724448614,20209.2475550331,13890.6937709623,12488.1685283119
14195.1854424603,13932.0914421772,13000.271175257,18456.5881088427,15434.5730043762,11373.9401397521,8281.36476899082,20120.1282865615,13818.8479648033,12472.0458439324
14216.8799120127,13949.3735245792,12993.2648889655,18471.8578127138,15356.7542291785,11318.3295388778,8275.94055794676,20033.8811873209,13750.4773059879,12458.4437757686
33030.1151196837,32624.7108836273,24777.2877979979,34877.7171831775,24453.0571379241,21448.5648254252,21999.863334101,34852.6124442695,26443.3031056457,27762.0761661633
