"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
13406.0094291969,17253.757575722,15411.0213458538,15224.2293427964,18364.4135582521,13906.1855977595,11136.7571395777,15756.5808682433,16752.9812061524,15775.4205271717
13378.9593601142,17231.7615491261,15388.4590020625,15200.5863318103,18363.0397200741,13865.6281773905,11156.0609656144,15783.882099508,16747.4473787619,15750.5630219055
13356.7458988787,17222.8543583351,15370.374184537,15166.1040316206,18362.4495061465,13832.1050349017,11175.5406053332,15816.1058126339,16743.7790851202,15731.6496902022
13344.5808878607,17214.8711242234,15358.3303649477,15133.063912274,18358.34384926,13805.6531189438,11203.2511979091,15860.9514147066,16748.1358556588,15719.6311757293
13333.6421079103,17221.7849685819,15351.6555648159,15108.4463345684,18361.0033332674,13793.3036253505,11229.7554810598,15911.9875921308,16762.8913570639,15709.1900332785
13327.6582459018,17235.7887015423,15353.338147593,15100.6381409043,18372.3159827867,13785.9219812118,11270.1752174447,15977.4809960159,16774.0810832944,15699.3399187223
13325.3693291244,17256.406097227,15364.7794850835,15094.2514184623,18383.709592773,13782.8827051921,11319.9737446619,16047.5028291144,16795.3691845346,15689.6546087493
13323.1193940765,17326.2582554937,15396.1931362104,15069.4315852174,18405.0255808555,13797.2189904892,11434.9818542603,16201.0306668548,16851.5747393537,15679.1331690898
13329.7668045362,17357.6720435884,15417.386375806,15040.6989257845,18416.1884094023,13800.8471050533,11494.400013016,16291.4176093502,16861.9646491325,15651.9452771172
13338.8978651813,17381.6642488145,15441.9407431166,15013.7125486741,18432.231568276,13807.1130118582,11555.3897641791,16383.3783794846,16871.6447929117,15627.3797328819
28359.7729860101,40221.2339191602,35613.7944765526,29009.3532959904,31687.1806090126,30216.4259797774,29075.913835764,37011.7249131981,30558.6441217654,30520.22082166
