"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
16393.1571360578,20144.0773458065,12691.9187070698,22957.7353776305,16965.7309773535,14576.8244521332,10175.0339305289,12979.5887716752,13144.4989293874,16140.9044771483
16360.188344643,20097.5593365064,12685.9920242577,22846.1085998127,16890.903174326,14547.1006538789,10120.6408451556,12977.399267884,13069.8688981113,16063.0365988634
16330.7189764811,20048.6469056279,12684.1754333429,22737.9097638484,16824.2257232529,14530.0452439282,10074.3882099906,12979.7579905849,12999.5624390843,15988.9291373043
16323.3119452193,20017.2413744395,12681.6992836541,22644.7098444253,16759.9736710869,14508.5120322116,10030.9199367892,12995.7258560361,12930.9856897952,15930.5262194699
16324.8993608645,19994.7008047693,12682.901317529,22552.422787298,16707.8483957318,14493.6122314234,9994.82909914907,13016.2104006202,12875.9734911403,15879.9759949912
16328.398182727,19980.2148777544,12691.1095734776,22474.8360105623,16661.636486559,14486.6510527185,9962.08590298991,13036.7553765912,12836.7625934008,15839.572796257
16345.1245992364,19972.2729570734,12694.8691351878,22401.6613725047,16617.2402748814,14485.039087455,9926.55355595665,13073.6669521914,12797.3783343933,15799.5627667375
16363.1185925375,19993.9096255149,12732.3421457589,22294.9036771522,16535.1897591101,14482.0794772335,9875.17609988582,13164.9410298673,12728.3112216685,15722.1775454701
16386.4430698332,20005.0875580855,12749.2229406663,22261.3646439456,16501.8056219021,14493.6992013271,9854.06662085481,13215.8429247739,12699.4276981553,15689.2525306873
16412.2049227484,20018.3091296802,12774.6053701229,22230.5802559256,16473.8518466586,14508.4045549652,9834.88013564212,13268.0945472888,12671.3917374247,15659.2551499619
35688.2222067086,34666.3730713575,32364.4524959482,39450.2922046192,30286.8703944458,34972.1444242931,21142.8718054056,29376.0743403166,22332.158335018,28710.0006696325
