"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
10685.69939294,15377.4351950891,12223.8836146847,17467.2986501524,16794.1503064629,21941.340214626,18355.7877669097,11544.9933949682,13448.2422341458,21658.3492655074
10668.2607243628,15377.7626320933,12247.9055028851,17382.9185960473,16770.0095550438,21897.2011900637,18351.0277683253,11506.0370240788,13424.8032532305,21629.6350992403
10655.0795932069,15396.1644511906,12271.2711132922,17300.7407264852,16758.7769406036,21856.1376642139,18350.3906570761,11475.085156382,13398.5460667515,21605.4568243325
10645.774228658,15400.2985184494,12309.0394861493,17250.0344379782,16738.2916422839,21827.1166905576,18360.5210078723,11454.9678589708,13370.0819664368,21589.7128069527
10640.5914746409,15429.4680242389,12350.8428274649,17210.8584733323,16715.3455973895,21795.4143310433,18367.5817553432,11440.9178393303,13345.6090521287,21572.4479752697
10638.7639896578,15462.4464398175,12400.8414830859,17169.6868037571,16694.3888413905,21772.6778257088,18370.1494127883,11432.3800984339,13322.0309614941,21559.307092938
10639.3683671905,15474.5758108487,12448.3192716721,17116.8227840971,16675.0232769509,21736.8468311299,18378.6262017766,11422.5494976656,13308.7786395309,21546.7496395255
10650.2315891186,15538.7033622332,12557.5619628168,17013.0248198276,16622.9223552694,21650.1154451521,18417.7404266539,11398.1112679024,13292.9961146557,21500.5132628001
10657.5761994474,15571.38442225,12614.9817621375,16960.720111999,16598.1265836992,21610.7354138258,18445.8260556475,11386.2263830426,13288.5878182317,21470.6713899621
10666.0497472027,15621.5864378106,12676.5812077185,16912.0561263307,16574.5106134038,21571.8928920547,18477.5420278023,11374.4893290973,13285.8462760249,21443.4045581292
21112.0048380078,39983.4326101343,29837.4428619751,32051.627719429,31559.1049850574,32533.3459251604,39877.3724581804,21122.3861198325,24159.4911714322,36319.6504022439
