"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
11623.228282506,17895.9757251749,12200.6673417244,18217.2616537348,11113.0676932839,12885.061990522,13838.4650575959,15665.0499225708,16141.4257516361,16309.812154159
11606.2479825344,17860.0705508637,12246.5426875867,18226.1112438886,11077.4534921504,12830.7022948667,13821.3207903939,15694.0467140773,16030.7588622418,16316.7247728196
11601.3737054596,17829.7641691558,12302.080443328,18250.1810886398,11048.6758749319,12780.5297811291,13810.3852803473,15732.0048813518,15922.0487009676,16325.3892468194
11603.7260867634,17813.1870809445,12353.9242221431,18278.5962659757,11026.3020315257,12739.2464040939,13806.9811913368,15776.339824003,15818.6409201475,16342.0411336875
11609.5432714888,17800.7961286092,12408.9008170126,18311.8341769583,11009.9587076903,12707.6020633915,13804.6130237282,15829.1832222403,15716.7298694795,16359.621772477
11622.6694442031,17798.381285322,12472.7426282188,18383.3164158976,10997.6158090077,12685.4162202318,13806.6159920695,15879.3207631174,15616.7185850704,16385.5090825205
11643.0636622687,17804.3916784621,12540.11986615,18469.0239292623,10995.4902685632,12669.3714569583,13808.7350566944,15930.1079209637,15514.1563180745,16414.1766816413
11696.0203096571,17825.9343401975,12670.2556559597,18650.1918344373,10991.1618829648,12665.6306116373,13811.6532501527,16038.7706195612,15329.3601501808,16461.0212717913
11737.3925154755,17831.29972149,12724.3076494091,18728.249918382,11005.676654422,12672.9616447182,13816.1614743289,16118.1442748151,15232.7092004393,16488.8608102971
11781.3392818798,17839.8793360044,12779.6916543743,18817.6329184222,11022.880775925,12683.5703787363,13823.1801975823,16200.4526061499,15142.2743357726,16518.8578022486
31122.2785209101,37798.1774105479,27337.337819512,31879.4138111731,23285.0812059539,26626.1389960871,30240.6303613298,36884.4861741269,30118.5699734223,29351.8501332362
