"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
21573.4177834337,16763.3705990354,13444.6107305853,13952.2543325761,9545.76621296934,16749.9235908904,18731.4596005092,17862.0634586193,15559.7449376486,11699.2959082691
21522.7132229782,16764.8950983946,13384.6789858253,13898.13044751,9564.13058233453,16732.0937161403,18681.4799021107,17792.8505349098,15499.3432646401,11701.2017569202
21474.9469837028,16770.6084652905,13333.6472318451,13849.4888965654,9588.14560349183,16715.2957771583,18648.5515176784,17722.0700410284,15447.8710275687,11712.2028934318
21429.6551751894,16786.5645776374,13281.9800734396,13807.5898895014,9619.38948761164,16705.0472728122,18622.59828258,17655.5769571409,15405.4532434607,11718.5900216298
21387.8426811167,16801.7957049551,13248.4880430899,13774.7428814296,9653.79248268596,16699.8470101492,18586.8685061497,17594.3976892466,15377.2608865633,11735.761119012
21364.2322332694,16806.9575262505,13215.8451847323,13744.0058704652,9692.51143836545,16693.127996147,18566.8256000873,17536.547468095,15358.3251988006,11745.9901179531
21331.0774040102,16823.9252674561,13186.5971571908,13715.276102613,9736.78464561608,16695.4062279696,18546.8613521549,17486.7919143916,15344.9740810704,11766.2061760235
21294.7554880671,16857.9789285582,13114.4531737152,13654.9424682573,9837.24773484232,16716.9335374432,18506.9952118923,17368.5628847685,15341.5114518211,11802.2916093555
21276.8438795505,16873.2398898358,13080.6011429559,13627.4282255554,9895.36687295603,16728.7764297837,18487.1891856659,17318.5193506595,15350.0388025771,11824.4524912981
21259.6302187354,16887.0000300259,13042.9289537914,13602.8654223443,9957.73377414237,16737.6106659797,18482.5097885333,17272.7985927333,15358.3988926746,11846.1048825266
31059.5480443882,32264.8914556739,23762.6441367651,26687.5395823511,37853.0757720469,27959.470650935,34426.0468570897,32715.2337679633,33274.556889693,31359.057941242
