"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
11164.6654584781,14879.4006339271,13473.8712903203,18151.1081775859,10751.4392985634,12471.9622714917,12088.933259046,13919.1281406582,12987.3715106565,13019.7741543414
11150.1258811548,14877.6697199407,13464.3567989219,18134.2014215669,10715.0609304214,12440.7411337172,12069.9704887334,13924.6118963092,12955.5495588873,13001.7442363109
11132.4984912793,14878.8937113981,13461.4529641192,18128.8365007725,10682.8308376897,12411.0201584232,12059.3059844732,13934.2442401117,12934.7614518171,12987.2312990132
11119.6556139096,14888.5684264449,13458.5900004401,18128.3359490742,10657.1553845388,12384.7865602572,12052.3367395048,13949.2809531627,12914.2537868641,12974.7228946514
11116.682746092,14900.8372614148,13462.711611598,18128.2591891336,10635.6539101597,12362.5492219126,12045.1579469141,13968.6702402881,12900.093724316,12965.3618623013
11116.589064781,14918.1739716787,13472.1512601094,18138.763493042,10620.306990847,12345.0038721328,12045.1720543059,13993.4425915348,12890.1897956486,12957.9185935984
11120.3712349787,14943.2669910183,13485.8090635442,18152.7671690865,10610.5507764002,12329.6342317269,12047.9040534036,14022.3228541786,12883.836238549,12954.2040221157
11139.6735549559,15000.0557747186,13527.8039735121,18191.8142230753,10595.7010406259,12312.3121277965,12057.3707313514,14092.4419480663,12881.8738925001,12955.2702656929
11151.4963481247,15030.7972805653,13552.9615489535,18209.9267729086,10590.4441255421,12307.7669587148,12064.4280308698,14130.4678975994,12884.0690997163,12959.7637080973
11164.2363379295,15067.3835081836,13579.9223450006,18228.9989117041,10584.9424064273,12305.2355804628,12076.7601649392,14173.2699488426,12884.2992414792,12964.5075428003
12868.572054546,17897.1126676089,15537.9865542654,19779.0565536925,11552.6849952671,13138.0705491445,13631.4419236853,17034.4591762611,14475.8115101612,14056.8119862068
