"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
12985.1281124932,12879.7042588938,19150.1517124548,10985.1278073836,11269.1383236407,12947.6487075482,15538.3860814211,14695.8949974393,12570.2456897743,15183.4982588699
12973.9615904888,12864.0124839917,19140.5964180105,10970.2686570772,11264.516577103,12926.1919282395,15523.0863560502,14678.7150990596,12540.6989209301,15163.0123532777
12967.6867028471,12854.2207674979,19133.0773016017,10963.3747500289,11264.9637933484,12910.4007735264,15509.5828657061,14668.3338990743,12511.5147633254,15139.4558492054
12964.6730590667,12847.520659506,19128.7741536014,10959.1864385022,11269.2937446614,12898.6782224776,15503.8691104625,14664.2363908488,12489.4981174853,15124.2361571548
12963.5802324758,12843.6437977006,19122.2040960408,10957.9639371502,11276.8630508819,12890.0310760249,15500.7223223642,14665.7048831077,12469.4515243937,15113.0405298469
12960.279225152,12841.7622510819,19127.0690345831,10960.5915884896,11288.2534410238,12886.8826162913,15496.8090946646,14671.6195983133,12454.5868109987,15103.9643428105
12962.9742249877,12844.9135299376,19127.7955946033,10966.197648627,11301.3691237896,12886.2060047979,15498.8667640334,14679.8222226677,12443.0284666608,15097.7770349966
12976.0061530925,12856.244815431,19133.9347749517,10980.4426324405,11334.3467684541,12892.1525231393,15514.3040139867,14703.1042145353,12428.2310952191,15091.6934727683
12982.1451069785,12866.36857396,19142.2590090042,10990.9299089162,11352.8592329854,12894.4925432229,15522.820668579,14717.6412157665,12425.3125417436,15090.6703302051
12989.5173493202,12874.8821329619,19146.4060926917,10998.5857390562,11372.9875886222,12897.651438903,15532.935006827,14734.4826653748,12420.5816505417,15095.2400748542
14564.2713723453,14342.1098789294,20312.7753530835,12304.8311957799,13374.9151761226,14029.5762626244,17391.528965621,16623.3209576984,13709.8939272116,16478.8411851288
