"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
13943.5765692145,16954.8525822505,10823.0357558507,12003.0707361634,15272.2479522738,15243.4357044433,15076.4897240851,13886.6373335545,11546.7970513448,10803.431137253
13920.6938495905,16919.970799838,10807.8744194995,11972.3136237431,15276.8576994509,15240.1803932447,15061.4466586652,13879.030294069,11534.4078309862,10786.5752782298
13901.1508619857,16887.7720201617,10794.8348543063,11950.9263101057,15291.3795323194,15233.3650499635,15051.7669465746,13868.7177944065,11522.5607782677,10772.4056751207
13887.7267011937,16865.8754584638,10790.1813694838,11929.7665393816,15305.3855257115,15237.1503308008,15051.0207903799,13868.4621694795,11519.2750711665,10765.7773431004
13877.2289083679,16846.3175580684,10787.708524696,11919.0594597191,15331.5617049406,15236.1646259219,15054.2866303222,13871.8129512443,11518.2906085797,10766.7028917858
13870.1122868711,16836.0392711811,10780.7437912288,11904.0383621702,15362.6693884545,15248.1608942465,15064.7258935769,13877.3540330414,11520.9680093442,10775.4202782695
13862.1097253269,16829.6290138927,10777.8659157676,11899.1625529293,15397.0403163638,15265.4436152003,15077.9616914239,13884.0936022058,11526.3875392989,10788.0097003879
13864.0759115839,16823.7371990342,10776.8410644119,11892.9581611344,15468.3885193101,15306.5762582625,15113.201562982,13902.6542892635,11545.7299722701,10821.3474590361
13866.2576250603,16826.8090296492,10774.4721565242,11897.4976059512,15505.987566568,15328.9421584312,15135.9113881937,13915.4992821151,11556.8417441455,10842.7118940227
13869.13150743,16827.3818172638,10772.2855611707,11895.919653227,15545.9240908959,15359.5592474949,15159.4748063507,13937.1909910618,11573.3721160632,10866.066962384
15251.2872781708,18320.7893036916,11695.482058038,12875.6641142746,18292.78540882,17420.2707241361,17477.8379355541,16050.5773702556,13257.1325352327,13022.0830277236
