"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
16839.4297407423,13552.0091466588,10475.2649307963,13430.7481229497,18504.9697121257,11793.9166809512,9785.32599183949,19650.6315375279,14134.1311957948,11193.1333139382
16811.5317890898,13548.6786709732,10455.263621194,13424.0331681283,18482.6579573596,11770.7844560955,9772.22433644247,19639.3945861717,14109.4258519743,11163.987863085
16789.3577466726,13554.014587133,10437.9666311625,13416.4857566225,18472.7541255343,11750.2392139368,9764.92385880343,19632.7538189678,14090.6258016981,11139.71364629
16772.5502400099,13563.7210936156,10424.1927663271,13416.3241005599,18468.7448697961,11742.4330411086,9758.20219092518,19630.4433743261,14076.1958991999,11122.5106241554
16760.5677705478,13573.146214979,10413.1114632564,13416.5932592623,18469.2540856206,11736.9332153395,9755.80149041711,19632.0636824078,14064.0168167205,11108.2066502123
16753.5736610808,13589.1248493188,10402.0941035512,13417.1626726101,18472.6554678742,11734.65533014,9755.6879335142,19636.3193760653,14057.0297987603,11099.4404081282
16750.8743853369,13609.3256704923,10393.6472709617,13420.594931757,18479.4595125136,11735.9660444459,9756.7517912604,19642.7882492601,14050.8407491682,11095.4343862261
16757.0854255958,13660.6518724036,10383.0151766138,13438.667675733,18505.6943490766,11752.4712157498,9763.45247338751,19663.5965701568,14041.1667207896,11095.9631659925
16764.7613853474,13700.4234130529,10380.8255510986,13451.4100853497,18522.1695012725,11765.9557724983,9769.18140446436,19678.7139148922,14040.2051774662,11098.0997430498
16773.359482852,13740.3042807572,10377.0394324985,13466.2902365899,18550.190280824,11777.8572889777,9776.35702311767,19693.591265585,14039.6403859541,11102.434801881
18456.497409132,16426.4126153215,11092.4317276371,15415.7313487225,20565.7084981842,13829.0583535621,10868.8017698269,21578.6913598038,14926.5406723025,12478.9523634076
