"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
12846.5841052079,14102.7982096374,12823.3140717507,9828.51652547748,12561.4853070251,10838.5407500332,11737.9633960268,14848.9816656798,17040.0792562889,16444.3364757105
12828.9837378569,14088.818448612,12806.3930821202,9801.02856696804,12551.1527490812,10830.4472156781,11699.9258332021,14834.7738702818,17035.2603878864,16454.8065506938
12813.9113888802,14083.9276714177,12791.3725845368,9775.56634963982,12549.3850865087,10825.0067361112,11669.7507607068,14819.5630299809,17034.8606584993,16474.8795450178
12804.5059597862,14082.8133824892,12779.9462818083,9756.45141547043,12548.3179440463,10826.3453585037,11651.8333825342,14805.8220246562,17044.5339184884,16494.0917728826
12800.8846335896,14090.4402841204,12771.6961793048,9742.33012635779,12554.3802221423,10832.1657486388,11643.3727276925,14799.7854671479,17050.3185139391,16520.9916148461
12801.959292934,14100.94160868,12764.1340749931,9730.63763763774,12563.2234047269,10841.0411309351,11641.7187923144,14793.5198017609,17065.3494050806,16551.5866586395
12805.841226989,14113.6566667007,12758.9933601763,9720.17445022517,12575.1232151508,10853.7328606513,11643.2533372832,14787.0421487877,17082.3618489828,16580.9329608454
12819.8332353645,14143.183338921,12749.9183695275,9708.02797585832,12605.4309894862,10891.1121157251,11654.1195473208,14778.3325004443,17116.4878790605,16654.65726079
12829.584093314,14161.7550633419,12748.309323793,9704.61651822515,12622.7914789297,10913.8807563858,11664.0825476999,14776.802338296,17135.0115123583,16699.0749161564
12841.5522125043,14184.7297946723,12745.8382534926,9702.18587713791,12640.6153478452,10939.4085665562,11677.0759201492,14777.2975250412,17154.4915160849,16741.3635936399
14792.6124857351,15933.7784009587,13521.0764582899,10711.4379456442,14476.9086731944,13737.4801449005,13452.7135454341,15952.3698431454,18886.2427891632,19382.0371998389
