"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
18564.5135330367,14124.4263220157,10337.6197431905,11334.5566079593,9520.48882743678,17387.2091453585,16006.1340635216,11788.9060333734,10332.1152728065,12968.4836099502
18525.6981460638,14098.6789741261,10312.3435110837,11291.6853611352,9516.54523913142,17355.0565859649,16000.1207085604,11783.7550962604,10317.880274837,12967.5566157175
18494.7651533164,14069.6374099303,10289.4955321267,11250.5970606721,9516.66961454936,17325.3444632772,16000.2420731003,11779.2946078467,10307.4444814953,12975.0558128933
18468.8023324723,14049.6971743498,10269.8703015059,11221.5639460646,9517.54298473014,17297.8843247668,16001.0235480538,11779.6704279657,10301.3372598566,12984.6446601323
18447.2444464248,14031.7179322241,10252.8324756547,11193.0738404222,9521.42490338181,17273.5963564567,16009.8070944996,11781.5170237609,10298.4373565846,12997.2795840952
18426.7219833315,14016.0439457347,10237.0004100343,11166.6187610456,9530.41936395192,17252.4081036487,16021.0233953739,11788.9593035508,10299.3233450911,13005.6014574674
18415.357195136,14002.3549908758,10223.7303534872,11142.5438794073,9542.92059840581,17233.1626623233,16034.3335112309,11798.2347399261,10304.4216105353,13022.1772511091
18400.3808006344,13985.0463224092,10200.9349371371,11100.8205778541,9582.65376961223,17200.571386688,16072.2861759866,11822.3027303074,10322.20764187,13067.8530296902
18395.8541347379,13974.1173445734,10190.6427722246,11082.8773196234,9608.30211507874,17186.747445239,16096.3763862063,11838.3571477115,10334.6235047231,13090.9064742305
18393.5786980304,13964.7981366723,10181.1278890126,11062.5754126973,9636.80784910982,17173.1604224386,16127.8570173472,11859.1541575565,10346.8491789697,13119.886890571
19208.7695630663,14729.0847107457,10832.7054301128,11549.8556247615,12589.2262629384,17601.0110899176,18610.0441180656,13998.0117955852,12024.4549533914,15455.2955272827
