"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
11218.6574021792,11688.1204727627,12268.7685537436,15259.3875764786,15018.4512282245,16784.1120006589,11163.357599894,16433.2482873424,11548.603261223,12052.5261093405
11200.4510229337,11659.2525638745,12258.2880582864,15241.1862438213,15022.6359307722,16786.2396183597,11171.6685062044,16415.4432948055,11530.9156074764,12033.7612702197
11188.3712500636,11634.3718211241,12246.9000574465,15225.2200925544,15038.9850847598,16784.3561590531,11184.5904525181,16400.2595411841,11518.0724696784,12023.7406638863
11180.0077064738,11611.0023016882,12239.1021632097,15214.1089487986,15048.7415768628,16794.9479671245,11200.3513691155,16389.0890797178,11506.5762640404,12008.5823301007
11175.3403487937,11592.1166870016,12232.9624796155,15209.2839482338,15070.5858535574,16800.3309560615,11219.7609540497,16377.8446592275,11496.3109714472,12002.0947956569
11173.4225817982,11579.8494412696,12225.2457007382,15205.5944009402,15095.7180838142,16816.1976018231,11244.0882616968,16369.2330923469,11489.2212547958,11996.0994786789
11174.6333155122,11568.4712778953,12224.6417654062,15204.3276327791,15120.9592814059,16835.0654744414,11272.4974738525,16364.1284870145,11483.7175575873,11991.4356906655
11184.1016082184,11547.386511067,12223.0229217882,15208.6785932124,15177.631176327,16879.3521124841,11342.1991126155,16357.3316148547,11480.7215210735,11983.4441698072
11192.0676420194,11534.2140109131,12224.8074119225,15219.1626965486,15209.7828085495,16903.4693388811,11383.5330946268,16355.4855447036,11483.2065002845,11980.065459632
11204.7618259818,11524.8459480228,12228.4940912346,15230.7349961149,15252.4010359848,16939.3618159403,11426.1740254664,16355.0604561978,11485.1079926019,11985.2628168821
12969.0855001886,12218.4102116719,13501.1055226335,16767.6120982812,17860.9300798427,19417.2902430779,14418.9387833074,17364.2732061124,12947.3637448012,12987.4620407149
