"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
9446.64098012329,9774.29075969717,9338.15722360068,19724.7363161607,14259.5968099716,11579.8415427807,17575.4426579271,14994.4796109759,11319.5736058418,20575.8731439018
9426.14324230042,9738.38535610758,9326.86814930692,19710.3626431624,14254.274298972,11559.1464099047,17537.4075064549,14980.7159826266,11308.0383877878,20553.397049595
9404.9654811485,9707.23676710363,9316.74912870748,19695.1209152151,14248.911949457,11542.681445901,17509.3646901072,14971.2140143506,11303.6228327566,20530.594523738
9390.17912109879,9680.28474026641,9311.44372247212,19686.9131467158,14252.4631329001,11529.9742467263,17486.4824208042,14960.4310199361,11304.0401705863,20520.0075491349
9377.56323195947,9658.60751716337,9309.6859366311,19682.8045127147,14260.398326447,11519.0126730375,17458.842039368,14955.4327775567,11311.8621813187,20515.3231547801
9367.62738462659,9640.43402048618,9311.95272924763,19683.054003912,14271.0147197358,11512.9148636493,17440.9151540962,14953.146404759,11326.5020094739,20514.9940381005
9355.26118928737,9626.4783331443,9318.76227315153,19687.8956852202,14282.4889985129,11510.0698421893,17425.3496783149,14951.532237007,11345.3381820779,20520.6860123478
9350.47346468035,9610.16434329815,9343.75382258089,19709.627792715,14331.1266837255,11518.308422008,17394.543850962,14957.7398788842,11381.2844884579,20548.1895647554
9348.57460649626,9605.89540247691,9362.28203430643,19729.1710747376,14355.909060182,11524.2012552398,17385.7411201369,14964.1520468075,11401.2388350573,20572.4283588399
9347.27534619165,9602.76453548446,9380.12304103626,19746.4657244981,14381.5858764674,11531.7804164065,17370.2317129829,14968.897205049,11421.0681077999,20591.8824158218
10304.5307302658,10622.4595827371,11239.796975546,21577.1704899057,16784.8611076703,12972.1436669139,17942.2726529497,16364.0356365528,13285.0879380114,22727.8578684163
