"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
12192.8495060807,17325.742025701,7462.73664587106,13862.5754332183,12408.2233345801,15712.3950289022,13209.2352291039,19239.7173254694,12194.9468638027,10388.8583447
12188.4748805676,17310.1124073575,7442.93000339472,13862.2392219854,12395.7606930926,15698.5045929254,13205.270722005,19216.421750639,12185.9631449759,10373.4573203043
12180.3496299145,17304.2684485578,7427.2902590965,13868.190218244,12393.8226747105,15682.4918427176,13212.8723907257,19205.6445760331,12182.5214107769,10365.8256776955
12182.7953550368,17296.8288914026,7417.07842741828,13875.1491450356,12395.7921379176,15678.7865854024,13214.6433219789,19198.9104213343,12183.2191881834,10362.9930398058
12182.9758562965,17298.8107004749,7408.92306613775,13890.2068918691,12401.2204728916,15679.5939628198,13226.3017079584,19202.7991206024,12189.75597374,10363.3784240503
12192.7811684144,17305.0422144251,7403.58482786554,13908.3811548985,12411.1287520767,15676.5200797926,13231.02257221,19210.6222918399,12200.4646381853,10371.0412819942
12206.7199531324,17315.9154226375,7402.59900704629,13931.1172508542,12425.8581902003,15683.6378652138,13247.3095020353,19223.6871876946,12215.8255350004,10383.7453548798
12239.1397879553,17348.8802596232,7417.02566811116,13988.6799380675,12465.8414417237,15709.104530267,13291.2655464103,19264.2616279071,12259.5669202365,10430.1789320707
12257.3589714702,17367.7651278751,7427.77804276851,14021.3850157127,12486.1533897325,15729.1805142551,13324.3256673448,19289.3914859697,12287.602434507,10454.5764415434
12276.6518982097,17388.0249993466,7439.70192347158,14060.4121361795,12514.1303565354,15743.2990852686,13350.7663679654,19321.1202935721,12318.315797175,10481.2088948151
14277.348706048,19418.1736855396,8825.89188473226,16764.8091262623,14406.6175121796,17326.8748814459,15549.5457877268,21534.0732292178,14637.7512404185,12748.9092848658
