"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
13923.3288774908,14509.537550116,11991.0495012157,14709.6772603961,17878.9362455619,16430.26324801,13709.1615822668,12787.6302703365,8670.44557788218,12449.7178343661
13927.0486682696,14482.5329002988,11974.7868627125,14697.256626376,17853.8598160629,16420.9872943799,13713.4239358895,12757.5649990172,8655.66075390487,12450.1229691431
13940.4552619242,14458.6466198228,11961.2859209723,14686.2506130385,17833.4149873708,16416.4387725949,13721.1736472077,12732.1817015914,8643.4934992236,12450.2849520189
13948.6641707404,14438.1817139368,11950.2225545673,14680.9099278063,17821.2934738627,16412.8591352929,13727.0512904865,12709.9071160899,8638.20013979949,12457.0776781676
13968.5135267992,14420.5664241466,11941.5218677556,14678.9585490251,17813.1340191703,16414.0401662566,13738.7223200988,12690.1306583195,8635.76589960991,12466.8761952008
13991.593290516,14404.0819758565,11935.2721480517,14680.6753044598,17803.6817847271,16418.2929551045,13754.9191288766,12673.7003780427,8638.06102076242,12475.7327337055
14017.4371444981,14389.810454251,11931.0164583035,14686.2354649501,17799.5800930118,16422.7523474264,13775.8407341667,12658.8630075568,8644.58011739511,12490.7264569206
14082.5513810148,14370.3083264867,11925.3364706839,14702.9410983048,17793.8373001181,16438.1189449936,13828.126939433,12634.1773033034,8658.65046125907,12523.6145719562
14113.6416339011,14360.1027862492,11923.6752493485,14714.5911707343,17792.52814847,16446.2598769884,13854.6982442418,12621.3336082079,8669.1212124706,12544.5095514105
14146.7162673374,14351.7950702056,11923.4566702704,14725.7901431438,17795.5509893619,16456.144001199,13883.5013343022,12610.8146949755,8681.61245953972,12563.0901418205
16945.7969216761,14957.3173984986,12597.392463027,16311.3044198465,18901.2960235511,18219.1087739153,16198.3324074088,13114.7626114455,10198.9582203804,14124.3859718066
