"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
13861.842557245,10046.4015599835,13872.0868844391,14494.8621899261,22344.6188393178,14441.4467007698,13485.6194472874,12385.6956952651,9452.90528959606,13099.7694649491
13847.0070615348,10016.8544339957,13861.8298330363,14477.7163828943,22316.4899156078,14408.5615422851,13477.4782470212,12350.2396203621,9428.62619506815,13073.2323213898
13834.4726366846,9994.44178272684,13858.4798033229,14464.661439441,22285.877027593,14378.6770639534,13478.8264532659,12321.0470138848,9412.60043630805,13045.4358401944
13824.3194100192,9976.5682481465,13862.8390826567,14456.9457592756,22261.34499385,14351.5488856513,13478.1940625087,12297.1166541021,9400.1631472259,13024.5456946513
13816.9052254878,9966.3666309452,13871.7685850181,14453.073602797,22254.1137984688,14330.9288162879,13485.0392063674,12278.8760700968,9390.38493671649,13001.3185147765
13813.6475913945,9959.13648763317,13882.5361856159,14452.9252938903,22244.4263880523,14312.7906627465,13497.4919713332,12265.3937780985,9386.14003280195,12986.5281224716
13814.7578799505,9952.97753566409,13899.1878371647,14456.2137270145,22242.0840293258,14298.7253359756,13510.1802737983,12258.6825329589,9385.51791355758,12976.8772750117
13826.0158715909,9948.56402988485,13951.939636305,14471.948965795,22259.7648906638,14282.3309102243,13558.3117451003,12261.6134769915,9398.54751127114,12967.7890365722
13838.083593252,9951.44154668409,13986.0225458716,14486.4580752792,22267.7327188184,14284.6133339359,13590.0583360054,12271.225539366,9409.85149934671,12970.0967139545
13854.3187529094,9958.05915536538,14026.1155845456,14504.134493435,22285.8442542133,14290.1389977736,13627.2224159214,12284.7624016498,9423.32006446935,12972.4273471539
15848.8738382835,11191.9756544596,16971.8281607322,16356.7778441125,24232.3743951074,15721.8517324848,15916.1026353212,14174.5343033478,11369.0655730054,14155.5209069533
