"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
15327.2520197857,13014.8349929186,17503.7596346214,17721.3295537455,9481.07290695115,14495.1186453417,14158.3871866604,10308.4797693279,10384.5027235553,11609.7807690617
15290.7465139151,13024.3750084904,17500.7780406862,17690.4749437452,9462.44006893949,14463.9420012597,14139.5179203148,10270.3747982496,10359.5576342083,11584.7348614612
15263.733113237,13032.154735064,17501.368875943,17665.7294320675,9446.05865567664,14444.3339348565,14131.225576261,10239.1856814591,10331.6084905164,11564.9840706851
15240.8883306975,13049.4462539319,17505.4329581845,17645.2187672287,9433.02478180188,14428.0438339063,14121.9781750396,10215.4557738499,10311.5337932621,11552.0264415529
15221.9390989515,13067.7341456364,17513.4396168082,17626.0287937869,9421.531261701,14414.143796099,14123.3218908797,10196.5645913012,10291.8582754469,11544.6991412005
15207.6163846821,13099.1224156518,17526.1187780282,17610.9533342481,9414.04175229701,14402.7331453728,14129.3387146215,10186.5674250437,10275.2691804838,11544.0136207911
15196.3965534505,13134.3905417759,17542.6822629998,17596.9023259372,9410.34308378151,14394.5722332827,14139.4073222803,10181.8233067369,10261.2954035119,11549.3166044858
15182.3884954702,13222.2360617466,17587.2053142196,17577.8760511277,9405.00583289256,14387.1910469384,14166.1594110368,10177.8501629675,10238.1547304255,11567.1623567754
15172.9368605627,13269.0795824324,17610.3684305303,17573.8256799887,9405.83737193196,14384.6725222148,14183.2029524374,10175.5942812662,10229.6816667488,11580.8380485394
15168.3537343876,13319.3276679104,17637.6099933639,17568.1730531969,9409.40494306244,14389.7624448243,14206.8382945079,10174.2849544556,10226.4004888654,11597.5167340344
16089.2391228076,16611.7682001707,19643.2476171386,18307.7150300444,10696.8213709826,15265.2749937416,16315.4959285602,11207.4225026073,10784.5320343994,13478.4817447148
