"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
16543.4742997011,7487.60137920313,16834.0921585752,14239.9835609435,11894.8628496839,10953.1277294442,16065.7007595845,14792.2163712237,18639.6221323031,11849.6327003038
16515.0353113733,7468.73151863304,16821.9480790281,14219.2825939062,11880.4412572569,10953.2901154782,16056.0044564069,14783.370301475,18632.6811705489,11836.6817363084
16484.7604274978,7453.31877548045,16807.6330431608,14205.8416934036,11873.8927710132,10950.3261749776,16050.7283562158,14767.6514903171,18627.5785934714,11829.977045461
16460.7541034596,7440.04421989304,16800.6530526902,14189.2931831968,11865.4866791919,10951.9713134133,16051.274194055,14761.1906419514,18620.4859416074,11825.6657852547
16435.8545735275,7430.38597862164,16796.9793267458,14178.9383445741,11864.7193006838,10964.738298732,16056.2357388317,14754.9706445839,18620.0974078884,11818.3495884315
16417.9560575415,7423.96219563584,16790.3998659444,14171.2440979711,11868.2943681642,10980.0875608825,16064.1564137394,14742.0909929569,18626.7530518995,11817.516725228
16404.1873313222,7422.30003759773,16792.1526779733,14166.487944349,11874.9381030117,10999.0871356645,16071.2481914408,14739.6959075069,18632.7012964499,11819.9037134505
16391.1047988027,7426.21026444656,16809.463637013,14162.4509999055,11895.4051728613,11041.810693688,16094.7079455211,14742.9171242903,18649.6748092762,11833.5333260363
16389.3145086341,7432.29283790214,16818.6886108123,14168.3841895808,11909.7257399271,11077.2127000438,16109.1359559691,14755.4980671937,18666.048734248,11847.5428046119
16389.0813525435,7440.97734073608,16828.6414020354,14170.1709815344,11924.647728006,11109.6592947661,16125.0729445692,14760.20105272,18680.5196064321,11858.9650600422
17982.2451323948,8952.91578086003,18298.9681881992,15363.5383481828,13649.2933765007,13314.3145358519,17648.5156591168,16079.3597146108,20414.7184199343,13553.2920861335
