"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
10331.0616864177,14720.3416120129,13770.9186216673,17522.7777993177,10963.1457504902,15378.1373984932,17348.768581435,12165.2207571512,15618.6304148121,13967.6450636463
10286.2518257228,14722.998137233,13755.5022929001,17494.4614466912,10944.66135422,15368.9339314438,17357.0612111498,12162.9505090505,15619.6754116005,13948.3456278812
10246.0326157853,14730.9492484513,13741.9244554192,17471.9531639937,10926.5137816276,15366.6997419412,17362.0000572321,12173.6398476243,15630.680586049,13934.4732927818
10205.9890288515,14747.2166517032,13737.0618948816,17455.5867359048,10917.6054735476,15365.9192809798,17375.8572955276,12177.2999702784,15645.7514760073,13924.9669496808
10174.7911459252,14768.7395031526,13734.2620974247,17447.1190305551,10912.4182935409,15373.4598982997,17386.8208365455,12194.9438345602,15665.8565548962,13918.2930178089
10143.1634326935,14794.4987862265,13734.6759084221,17445.2998712813,10912.9874535862,15386.2078271813,17411.0476386156,12216.6843424197,15690.5155029375,13914.271215663
10113.1991588048,14823.0123880762,13741.8967410524,17448.0815249227,10919.0239697096,15401.4963585348,17438.0943469621,12243.3911423412,15717.5045686853,13913.5183541611
10056.9760925254,14898.8339553977,13765.184137351,17460.8553310415,10935.6283938974,15438.5450033073,17497.7408725114,12303.0046999578,15780.4147633458,13916.4907302024
10029.4584010614,14941.276894488,13775.8278455577,17470.381170968,10947.1315947125,15459.6303604135,17530.0622108037,12333.507289955,15821.3772518151,13921.4124689306
10002.5893600243,14987.1423122715,13792.0672783066,17480.6678042041,10961.4144401408,15482.7242983714,17564.4930798257,12365.3208150905,15857.7543055737,13927.4897565913
10058.2281943404,18169.0665759012,15525.4186357178,19035.7840936775,12890.8587995994,17683.0111016639,20254.0690035838,14836.7986797248,18460.4374700429,15264.5025729768
