"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
10446.9886870227,12940.3582000201,15728.818016774,21605.2881171634,14708.6626022302,9504.42970661651,17086.3367910191,11694.5434703248,12578.9710933026,17007.5200883771
10436.4292306532,12898.2784940448,15705.746386025,21604.3297708625,14686.2098552658,9440.4121950261,17085.6367425767,11679.6036476078,12564.8669238632,16975.5693706014
10430.0986617399,12867.4117003996,15679.5582066485,21594.2619936078,14670.9505391335,9388.54282814074,17082.7942356863,11665.2964737445,12555.2872608231,16935.9901237995
10426.7095584928,12836.5611573872,15662.948807735,21600.4223889607,14659.0869402708,9339.91038758678,17091.9345694807,11655.6529871775,12551.9003261595,16916.68596762
10432.3709149877,12814.7101317764,15649.7451097495,21610.414228346,14654.3292702926,9304.21599262258,17108.4053894786,11655.365240866,12555.0174551034,16890.8371000266
10439.4189868923,12799.3847921375,15638.6858705221,21623.3940636972,14650.7041484593,9273.92368295352,17119.1336714777,11656.8663060276,12564.1749202328,16872.1796205178
10450.6897931816,12792.2013289792,15631.2532314425,21637.7804949594,14651.3876414954,9248.5302568889,17140.7036085465,11659.8650284283,12578.5689154904,16859.8651583869
10488.1804258395,12785.8491000297,15622.8975961306,21669.9746073808,14664.9858319286,9207.37416295867,17205.2076233932,11675.7302986591,12617.2190299121,16847.9903943027
10513.0997429577,12788.2695407294,15620.0907904291,21689.2141844227,14676.4764295382,9186.2610175706,17236.3508032987,11686.5033192949,12644.2624832334,16849.9597292801
10541.3463052677,12787.4700653757,15622.7709558431,21720.2604317796,14689.6905939654,9171.13614080704,17268.1297771916,11701.9804805482,12674.2134676583,16854.7052914447
13062.3881057979,13987.7512328948,16537.3899750335,23900.3787089031,15927.5184516842,9921.76228786007,19628.5656498414,13576.9217176206,15136.7061830967,18539.1985059425
