"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
14502.0402524742,11362.8311502382,14256.1069955287,17482.0598993977,10396.7387307041,17519.1679306725,14356.383310605,16727.8156483593,15348.5902573601,11750.8229789567
14462.5762541243,11352.3629155537,14242.3529725695,17478.1340016259,10335.4549843379,17485.6384108368,14334.2020184905,16725.9654166327,15346.7592880066,11734.4629359078
14425.9106645666,11343.1866289152,14233.9700946776,17486.4341415478,10280.9220962079,17464.0177445168,14319.4273763789,16724.3777044451,15344.3587800035,11719.6164328118
14396.479254424,11335.4948657487,14230.4949743683,17491.1815675894,10231.2629123241,17440.1640818882,14307.9354450328,16731.3114008471,15351.9732118654,11709.6436438864
14374.2716927652,11331.2342799456,14235.5056589154,17508.9367048104,10186.1505125363,17425.9776497828,14301.0520455296,16742.6112297962,15358.4540240452,11703.8606576742
14357.6030057983,11330.5984193027,14245.2194660197,17531.5726013209,10146.6853558402,17413.4180447835,14300.7731959657,16757.001578758,15371.5053139171,11701.3397415524
14346.4536299921,11334.1168702011,14259.5150280321,17558.1288527019,10112.4857285929,17403.4314065438,14306.1071661046,16777.5048013523,15387.3757987147,11702.9585069616
14331.4021430656,11349.3749460895,14300.808294284,17631.4528062908,10060.4757786011,17391.3763292385,14330.476226498,16831.7154740617,15427.6514369319,11714.2070812258
14323.3184692921,11359.851685121,14326.6106065218,17669.3009789344,10033.5518806786,17387.266448836,14346.5456802996,16866.3863258055,15451.1836290289,11723.6305032187
14315.7244205028,11372.2473532545,14356.6380823195,17709.4807988787,10006.6730922841,17390.521452795,14365.7229911709,16900.5723949977,15480.9864437845,11734.318663478
15126.7482484097,13340.5759548065,16737.863576119,20750.1633505265,10020.0718327856,18007.8302509117,16240.5262240022,19187.0344299143,17549.7135322481,13204.8625292558
