"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
15750.9261565205,13243.4178035739,11610.7918561559,10506.2458505175,16488.6911851037,9217.1352067923,9792.75739422518,11633.6013571102,13810.0355673488,9896.15805791929
15733.0117207919,13259.9876070144,11583.7684659183,10489.3847874429,16463.0521687695,9205.45658543286,9773.67930106713,11608.6158782289,13798.4219946593,9901.70882940748
15716.4596697745,13268.8825665157,11561.7400011552,10475.9235541052,16441.7258159938,9197.21287170104,9760.54411230794,11584.1676016624,13794.2721705369,9917.09425195293
15710.9323191195,13290.1195343983,11543.2399150716,10465.6056867235,16423.2565306096,9190.35018924752,9747.11018339939,11563.4158474645,13791.0688252303,9934.89431935136
15706.1886778865,13314.4951430623,11531.5819228292,10458.0174954989,16406.941306811,9187.39817195981,9737.84194106375,11545.4637141626,13795.1981561817,9954.38254365368
15702.4008616789,13340.580317996,11524.9881250711,10454.208141549,16393.4614054724,9186.75860671444,9730.9263598638,11530.3720210049,13803.8950822342,9976.66623178522
15702.3947464598,13370.1318365143,11525.5723207451,10456.2188290504,16384.0589422845,9191.73328232818,9723.66812758042,11519.5575208083,13816.0981273176,10002.4245402365
15705.2899372067,13446.9690780768,11536.4183824706,10469.3616048206,16378.4808319365,9213.86505374969,9718.51867673846,11510.9984304019,13847.9720318246,10055.3801594006
15708.8625221949,13484.1302895127,11546.2047151889,10478.7015851464,16380.1619133106,9229.91206256143,9720.25950597574,11511.6201827164,13867.6705573631,10092.9959557077
15721.4111630602,13532.4989317771,11554.9217153412,10489.857449972,16382.9917207892,9247.03835749792,9720.45881734977,11511.1266355017,13892.4219708598,10123.8311852669
17145.8148663267,16419.0674521749,13018.0885784697,12163.6706904831,17640.4373365171,11014.6784326136,10833.6488977501,13015.3008775906,15967.7708536261,12569.3573795904
