"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
15313.1143636926,10094.1632395828,12141.7289752644,13031.2174009831,14388.4267101395,9842.93236311708,15285.7800512585,12276.3601474648,11145.413294144,11131.9864961484
15285.4359187499,10066.7097415966,12129.4164589992,12997.4821995414,14371.5127391906,9810.92664334937,15266.0701156426,12251.6354270602,11102.2736411707,11107.617423735
15259.6158614213,10047.3747130211,12124.9641095517,12969.5534295848,14358.737563141,9783.61736285029,15249.2624249441,12232.639151425,11066.2327077531,11090.5645872334
15241.4738545599,10035.6402752016,12122.2037301424,12949.130264654,14353.95101297,9763.03207669399,15239.1124355635,12215.324304813,11036.5914721609,11074.3536600715
15225.9192695611,10030.9651135974,12125.096593436,12930.9474341,14349.9127372083,9745.21834770706,15235.6448336818,12202.6771751401,11011.7807374067,11065.3285613567
15217.0982274096,10028.6915617999,12130.0427836599,12916.9409992954,14351.2436458662,9726.77046731885,15237.3612434259,12193.5872804234,10992.0718685921,11060.340685284
15209.5080930745,10029.4333806602,12139.5940311923,12905.7050126737,14356.3095307712,9714.73305698213,15243.3610614158,12188.6475578263,10980.7785950796,11058.4484537296
15212.6037141637,10048.1648566485,12166.9782605904,12889.7579532724,14380.7685943601,9700.66834795009,15266.0040624777,12186.07781371,10971.8332841767,11065.3094421737
15224.0082532935,10065.8362107306,12185.4855367824,12882.704058312,14397.3294928739,9699.4113189906,15284.4718225198,12187.7399177789,10971.9247057661,11076.0448026083
15238.0389371064,10085.8167065302,12206.4330615231,12878.1359095892,14415.6134895445,9695.44589476575,15306.3985379258,12192.3253867099,10973.1135173305,11089.6656327592
17069.1159736348,12154.2021818125,14027.4345980197,13734.6114235088,16240.2695118393,10619.4337883575,17247.492273812,13372.6005964803,12028.6171041349,13048.0452405284
