"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
15893.159373075,13489.7436370617,9747.45528205131,12834.5748561416,13304.079459432,16805.9265504214,16440.9483764912,16643.4537607099,16536.0345639757,10666.8322990661
15871.1161216439,13478.479775695,9725.38899509337,12809.9180456683,13270.4388350333,16788.5226961328,16429.1032115974,16610.2461531289,16525.3092103306,10644.7778036291
15860.4165479205,13468.786737084,9708.26435533027,12789.237491843,13240.8742351814,16780.2099429912,16417.2633869962,16591.2536589629,16506.8369769997,10628.3770356695
15850.0992044659,13462.4571433553,9695.9718739809,12774.2589338914,13218.6611879328,16779.1815235827,16419.0588776941,16568.2039486769,16500.4039517385,10615.1399916622
15849.8414728182,13462.7658751094,9688.46555765888,12761.9078210415,13201.6880356023,16782.0032205027,16421.8208245558,16550.0379236182,16496.470294762,10607.5898186985
15854.6192804064,13468.7634337578,9685.11749991281,12752.6858314786,13188.9767537861,16795.6501845577,16430.1676824666,16544.5099441542,16485.1658945378,10604.4065372948
15865.1820307805,13477.6055785817,9688.08154327168,12745.7706510045,13181.4312351163,16807.8561279001,16445.1922021881,16536.7454555714,16486.1074924149,10605.6641663087
15899.2374966374,13502.2568146759,9698.3904414553,12739.5017025857,13179.0389107138,16839.9833739648,16487.0407753475,16530.7799403905,16498.4161624173,10619.2201308347
15920.7097082083,13520.8391102082,9705.71034955971,12735.8837961991,13181.3734968996,16860.4747100908,16513.2001210257,16537.4474118966,16498.6145396891,10629.3844161868
15949.5245316316,13538.8937878862,9713.89055929853,12733.5139729716,13186.4913104696,16879.3708974593,16536.8674213877,16547.2383628993,16497.8691260329,10640.6197207382
18329.942100216,15303.4911961445,11006.2157014713,13582.1397785627,14808.8769562542,18570.3334811806,19078.3920810681,18250.2717942872,17417.9612903541,12423.5424573964
