"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
11783.9791576013,11947.4538165626,10410.1175136452,16279.4129212565,13890.374439971,18595.9967680029,15211.6574118285,9537.50856557498,10943.4542949642,14040.5490401811
11778.3685323428,11911.5708775686,10385.3923316206,16254.2878573716,13870.6776497034,18562.3720464902,15200.9599486131,9514.99132706881,10914.8977066674,14031.288031744
11778.3575817119,11882.208284327,10367.2376092837,16237.5821082114,13859.4115788267,18531.9204937411,15201.5333384568,9497.62285520005,10889.0767189062,14020.0520746301
11774.9705436711,11860.6559664631,10352.7490824364,16228.2845754374,13854.2565186258,18505.7219546174,15206.0574980173,9482.44226446367,10866.1719888925,14016.7298575824
11778.2752275627,11841.9363523746,10347.0683747869,16225.1462707357,13855.7349219324,18482.4083760387,15210.2057751579,9471.38422527903,10846.0223316605,14016.9441781715
11778.7072710539,11828.3236766321,10345.8852842365,16225.1983901125,13862.7957270268,18458.9482967978,15221.763565528,9463.43790613886,10829.6495422405,14014.0583274222
11785.6813244452,11819.6811986561,10351.0443898125,16228.7908397231,13874.6489421097,18437.6719083332,15238.3185921265,9459.02212122127,10816.2069503857,14022.4686243053
11803.2712003703,11808.440893633,10381.6735912093,16247.2112567938,13912.5088227026,18405.1120878129,15291.8125358778,9465.05223372196,10803.9232678773,14052.8580260818
11821.3190108775,11809.2177836064,10408.2807559332,16263.833270662,13936.1635133953,18392.5919385237,15322.5257048384,9474.42403492719,10803.4192599232,14069.218333155
11836.5897704566,11816.9434351509,10440.5503090651,16281.0966567752,13963.4757492005,18381.2415023041,15358.999132359,9488.86067000309,10804.9819716101,14087.5753895338
13653.9192189601,13326.4790828298,12969.8696202334,17858.8100006193,16045.02914611,18904.0121552574,18242.48156843,11144.1573938757,12141.4717990725,16230.0688281838
