"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
-6.35267788693609,-20.9481798046155,4.75591052485006,11.980220936925,-9.30105088092205,-11.3539467503465,16.3766595097505,-16.7585263141732,-4.33044658984818,-3.66888853074339,4.30696616724091,11.9507197672111,13.8476926550418,4.62560211387923,18.9986687691868,-10.6766276712217,-15.538967771822,-13.8197771732127,18.9732177752745,-2.82832696270047,-7.16767441148447,-3.95220046856222,17.02422076088,9.91253071294499,-1.80788499820667,-0.246538312030193,-18.4161498071379,1.34607546320166,16.5483203618368,-11.763630374007,14.3016332386628,12.9829642828682,-18.8958106332262,1.0359457362445,-11.8504605488582,18.6036116323637,8.87734888368469,15.132597816272,-0.918618750573735,5.95714962292687,-9.11292290103206,1.67939901594732,3.7986709489433,4.40175129124447,-18.255448630002,11.1289876522566,-0.810913004158552,-2.40753670894378,15.7582869338042,-15.4281268162434,-4.86390337461229,-1.74090087340334,7.07013627408241,-6.7056506819586,15.8536426464164,7.28944046267608,11.4544185904784,11.3911074886362,6.18828279132248,-15.5379683570452,-17.5749801737792,2.63310278117437,-10.5366145648631,-23.4683922868203,-19.7154451184479,7.93979328810493,14.9741190757205,-9.88674618499028,-25.2085852249741,-0.319120566616073,-0.558491541398486,11.1960068497017,-7.12606132766094,7.58497303588543,15.2839431894266,0.390085413156796,-7.88216032309963,-16.2350431597232,12.7172093411545,10.9400874656664,-15.2059139104024,-0.432275783911417,-3.78025385434736,9.18408331238166,11.0457692833243,9.8021461097266,16.596293971721,9.97231863528467,-10.4246079179355,12.6319422018361,-4.48542481967799,4.94094064076187,-0.482675980579858,0.866878357966295,-17.5580550970622,-16.9384777358676,-9.81735343302914,6.97943492464111,7.60603601231624,-13.7409097237911
-6.23170717940014,-20.6207484399584,4.888458156702,12.2712053224538,-9.28025352335952,-11.7499156054839,16.335187189078,-16.7433123828566,-4.37612447137485,-4.04383416360397,4.4829126080923,11.6809412316056,13.6080931485785,4.59622576534425,19.1771773032702,-10.8319156521431,-15.7455267223453,-14.055726389274,18.8101903384107,-2.66165570563069,-6.91896083308868,-3.96655173462389,16.7942692678989,10.1430866389011,-1.60300603334272,-0.201983658960366,-18.5327212993975,1.13616459657114,16.3232652241185,-11.6095458767307,14.4264523088819,13.285905516096,-18.7265147720828,1.4170122690318,-11.6920599962268,18.9378332701382,9.17247886321405,15.2753580505598,-0.75342496875618,5.68835526294204,-9.08215190239876,1.52302873390953,4.06757231121189,4.12685669425645,-18.4753112689272,11.0684125401809,-0.695633480369441,-2.5111967399005,15.6964529235165,-14.9648573937495,-5.05706625461615,-1.60387684546461,7.29645868056181,-6.52128838826771,16.0001538213327,7.47138361918168,11.0303675579915,11.3475005370717,6.10168836489888,-15.382190973151,-17.5107693595433,2.62681894876545,-10.5888938149374,-23.3169355054706,-19.4840991327645,7.80084344642719,14.6665365063657,-9.919298453058,-24.989859588984,-0.190462406626496,-0.459611231574371,11.1281942648302,-7.36151338283486,7.72189725852531,15.4360323396822,0.172402968757594,-7.77962051460868,-16.4016213211901,12.372895824287,10.9138179174906,-15.4153018366316,-0.198495168048435,-4.15237483830941,9.2424569557747,10.9260646825125,9.28769774583484,16.6550972890252,10.2657740821083,-10.3603751149535,12.4083567912499,-4.65777219568008,4.98770358874539,-0.618800148157491,0.860673864473786,-17.3242940150931,-16.8498014623566,-10.2911069799245,7.01070894795143,7.84789301285729,-14.0022454254351
-6.63795988521023,-20.8539877614478,4.97869408361085,11.880549670095,-9.44324149977075,-11.6890419851896,16.3517978914217,-16.9987395224967,-4.63727376818089,-3.61480110488132,4.36851942575092,11.6750239848725,13.9142387779091,4.7965121739682,19.1093588046743,-10.4360083334028,-15.6861595013834,-14.0052526376609,18.6757537355178,-2.75866475759605,-7.14804814517281,-3.94544120157229,16.8541422270565,10.1785515447168,-1.70739799260906,-0.568326884007511,-18.4544421467363,1.14103142745467,16.4127158281853,-11.9255893264272,14.2427779842153,13.374475454996,-18.8129017038134,1.17941281493686,-11.7779398205331,18.8498927032558,9.15764190358306,15.3636418972987,-0.905975271041714,6.01355577063742,-9.1355286049046,1.57211594803779,4.2760911722368,4.45252964627305,-18.3265478889085,11.3722022656565,-1.23000859289559,-2.81920916524978,15.701973954434,-15.2017641052467,-4.84642333522661,-1.63915550648293,7.51095548704081,-6.83505409313501,15.9198646614638,7.44392947312675,11.6199889243836,11.5303174568313,6.16115250902153,-15.4597044214476,-17.4501042817985,2.76145659266437,-10.4359166245652,-23.1930417864931,-19.8971065046064,7.68886153300874,14.6825841209838,-9.57304172005884,-25.2932660347652,-0.372857285850187,-0.280323859497556,11.8724266574569,-7.6642319497157,7.72880501677143,14.9874706730848,-0.033931538846854,-7.88040220014903,-16.0424238269893,12.5737293534719,11.2949448072938,-15.2029600604275,-0.532100487136472,-4.06537434631418,9.31476800295958,11.027882617751,9.46158273858884,16.5979924785492,10.0683209345427,-10.4831927808566,12.6710118816163,-4.52350645966772,4.7989453597425,-0.603400849846125,0.688818875711152,-17.7237861187224,-16.3918188101985,-10.102107399724,7.21162986059369,7.85772322708821,-14.1228804456813
-6.22191610521048,-20.9117453735196,4.76191971642571,12.1518258911074,-9.42796136292972,-11.8130347146657,16.9379803176922,-16.9978553636594,-4.60284198094738,-3.73582365343052,3.93251018283059,11.3312371908577,13.6508606453023,4.51256703612343,18.9604734627715,-10.8944720059932,-15.45387316373,-14.1381793944149,19.0400097587557,-2.94627101228063,-6.81366027923516,-3.98210216869448,17.0361140049001,10.0809059598348,-1.68161774149267,-0.123272313954101,-18.8674536100105,1.43768019331922,16.1980789035517,-11.7967284838946,14.2989778073452,13.4741985718162,-18.9227447178055,1.12069716035922,-11.957531239686,18.7811888911706,8.84182054648533,15.3046098469011,-0.762238568315371,6.12044744894069,-9.0189635852731,1.43296822921169,4.0798539853847,4.34961394962501,-18.2799671268921,11.0853596466234,-0.78280570759006,-2.37669054525663,15.6546896126066,-15.3427748236085,-4.66340780506151,-1.94713989529052,7.58547888535557,-6.65057909445918,15.7464526927869,7.7522770295827,11.0915352544486,11.3522388283584,6.29541150689069,-15.436424129648,-17.5800959900561,2.95354026866192,-10.3781688530197,-23.3181913652863,-19.7202511324604,7.88715385059288,14.9430632496195,-9.42285635061521,-25.3783909415862,-0.370340226507595,-0.196562598679374,11.2854466467541,-7.20832063255051,7.58685868235707,15.2321066424523,-0.159888700553845,-7.85705003381721,-16.1322633487825,12.7527598945298,11.3842456500031,-15.376451193145,-0.386470195119114,-3.57988071276205,9.45860521080886,11.3483180370976,9.46050214193169,16.6273840903969,10.0571834245871,-10.5652353874747,12.3296854046707,-4.75968298516653,4.87822207988792,-0.643371492046011,0.735017463489143,-17.6904635302307,-16.6280320094539,-10.0621851704364,7.07028850464156,7.81277987090546,-14.2389154540537
-6.39985205223842,-20.9507457846922,4.91241640987721,11.6949513709463,-9.23621936991855,-11.4452223310539,16.0993167282464,-16.8004094625609,-4.55863525370496,-3.85598110900668,4.2546857563634,11.5118321800977,14.1011776117626,4.51125311778076,19.1395727305952,-10.5251090610295,-15.5296165640799,-13.8777368132447,18.5458533279344,-3.34634186255,-7.04474215610286,-4.13724646508434,17.212397032918,10.3318082832929,-1.915713981294,-0.251084774853146,-18.6650125868937,1.1441385076007,16.5541058673203,-11.8492111325739,14.6386948846439,13.3960116101114,-18.7104646417305,1.24106947464677,-11.7709414246977,18.8335344631221,8.81777777151413,15.4547702566714,-1.07616135307666,5.83979126534605,-9.23352888786457,1.77861907990616,4.12572562596016,4.20086068408013,-18.3498858883264,11.0267927576468,-1.07909118231095,-2.33017750630768,15.7713968685969,-15.0714182437172,-4.86825504680611,-1.5580129059434,7.71075316851215,-6.49570996698399,15.9149855162081,7.43246572376934,11.2525533837166,11.473196832496,6.10776971403337,-15.5569418076646,-17.5657513711641,2.62229256261656,-10.5013762367678,-23.2397301330377,-19.6322783523484,7.49935311178444,14.9039027328149,-9.79408351156613,-25.4221580404493,-0.207851616370208,-0.330112143906884,11.3335820210063,-7.53748333865288,7.33489075759583,15.6695183784961,0.484351065698999,-8.00932555622769,-16.3350337636164,12.7660703955258,11.3348777724439,-15.2569672857539,-0.29272764034834,-3.89569353000846,9.73005027493523,10.8054717494085,9.74302414995498,16.6791527337282,10.0828997734437,-10.3874589099992,12.5752034619433,-4.82894638511308,4.78070041902582,-0.568344963459503,0.690863811408203,-17.5713471657502,-16.4108519538322,-10.1248782508295,6.82684450082494,7.89301635607705,-14.3844742689371
-6.315329142078,-20.8557214774273,4.95232290114092,12.0253733826711,-9.45251737293625,-11.6624004835179,16.420062795514,-16.9506023607106,-4.68686632927359,-3.80224632524105,3.97588820382887,11.5538611711912,13.3989079996629,4.34491927820019,18.9913745734853,-10.5632039688649,-15.7825177405071,-14.1661744434371,18.7380712777768,-3.20927143732245,-6.71856054115611,-3.99841810159619,16.8189498541316,10.1047711616899,-1.78563357799523,-0.329965009183029,-18.8127705175744,1.41924916526993,16.5033663696702,-11.885250933416,14.8197810054397,13.6143849046952,-19.0809967979778,1.05833203672937,-11.9861270041916,18.5993208338067,8.84442934661952,15.4267842367324,-0.503630371871204,5.97654980734817,-9.35826113085474,1.5127353290633,4.00334076578701,4.24220447889406,-18.5349787724227,10.9301206515959,-1.00348006482373,-2.40066729406477,15.8739980064393,-15.2046980330018,-4.45976476785295,-1.6767984886709,7.47412483316581,-6.6049037443276,15.7194269622152,7.42853414117754,11.6693360948324,11.4420776941286,6.29166027025446,-15.6454565353945,-17.1001654497138,2.78724971147654,-10.3428117131375,-23.2031449609194,-19.7527210672422,7.64234221348141,14.641295265279,-9.7771831586259,-25.2611054041164,-0.542012523655692,-0.169024934257892,11.392469299932,-7.7192707243529,7.75420100942319,15.3614883220662,0.0638303425834172,-7.64822069733271,-16.3511458519306,12.7756952263299,11.0366342431336,-15.359611635027,-0.126473330294724,-3.64815637414331,9.49367217728477,10.9871964981268,9.75788939969912,16.4982370904173,10.2874259150836,-10.4751515113766,12.5992566279521,-4.48898955768269,4.65402416181858,-0.468028179814684,0.759163190438517,-17.6634878808371,-16.3139834953024,-9.74366963843521,7.21098132178414,7.70961446162746,-13.995355155205
-6.14837577794885,-20.6846651642123,4.72420167167267,11.8203519984231,-9.30607216479429,-11.796119898632,16.5594327450476,-17.0634996945358,-4.60799078628133,-3.83049657395879,4.18905109039197,11.7810617989827,13.7065409326568,4.92938838764472,19.1385212022432,-10.5980356717195,-15.2450841732111,-14.3490012982233,18.7388478247108,-2.96642438686632,-6.76869299244771,-4.03071558821109,16.9239929825628,9.62584081194886,-1.99297880986712,-0.426287496511886,-18.5595582478763,1.02441811929925,16.4677710985667,-11.6237497503,14.4816733760249,13.3644792739505,-18.4610987181633,1.00131433960508,-11.6845478068102,18.6522521006913,9.09902765753188,15.3834103723466,-0.743990647085022,5.97733367604681,-8.98736685076119,1.36038834568658,4.12370514462613,4.21427326858017,-18.239325996186,11.258605633019,-1.02697540477248,-2.53756130638621,15.6655193829432,-15.2286639174898,-4.6476100135579,-1.73542763721436,7.34498995762868,-6.67897314854248,15.4576042344326,7.64367790821974,11.2326700218573,11.6735126359059,6.20932264248345,-15.6668463623832,-17.6030270305151,2.61539313454238,-10.2548999511857,-23.4315621997775,-19.472012705154,7.87558825383766,14.7983831666781,-9.70758937483828,-25.5106990120298,-0.0344913607422056,-0.153505395397689,11.3426508994265,-7.57135847374806,7.54156972974279,15.2309403548443,0.53425415489089,-7.71013155181612,-16.1829820947677,12.7484582848161,11.1590497986967,-15.3749631210504,-0.266508047175815,-4.16415331464926,9.3909845490376,10.953674865531,9.24219061852382,16.4708859967909,10.1818800140859,-10.5919393927617,12.4584997272841,-4.52834752639045,4.76247072569437,-0.335145807637986,0.873371644626976,-17.8231170530858,-16.43827042301,-9.99843432331968,7.20298611709002,7.81884307044308,-14.1859812983108
-6.3335988062684,-20.5949338999285,5.13249838645433,12.0072273331336,-9.2593391883374,-11.7160533434571,16.5176751234471,-17.1735089794234,-4.31547915646424,-4.08921238383137,4.39666611217551,11.5577807625702,13.6679703854502,4.67976424193763,18.962023374082,-11.0731174518715,-15.4696754797157,-14.4819129996607,18.745789674284,-2.75050399947884,-6.65017702273668,-3.83500019654084,16.6915423131107,10.1816212423494,-1.8085161823664,-0.31740227827254,-18.4643212790088,1.26124925155354,16.261328535699,-11.9842558610442,14.3586824440382,13.2898518199123,-19.0024959496973,1.12107884197556,-12.102498522963,18.7982790180189,9.16683909281665,15.469674157008,-1.14892546092895,6.00407303741045,-8.8917456256186,1.33729487566676,3.97937911817401,4.44032477627229,-18.3495091172194,11.1978468699749,-1.0815674020921,-2.42393933784692,15.810759167169,-15.181886859175,-4.60878678646868,-1.86161596222335,7.50453176134922,-6.51336974271437,15.7344830844772,7.40740592851454,11.2525822704825,11.5474394396448,6.49289278039067,-15.4752732176581,-17.545349450253,2.73053818848145,-10.1466786339963,-23.1683007417665,-19.5932788660995,7.9034772964142,14.606770870743,-9.71758391254756,-25.4169352874261,-0.075034278989877,-0.328219197006856,11.3306674812167,-7.45549200248442,7.65483387154651,15.2385933158277,0.144446562717785,-7.86438547525862,-16.3802789494854,12.625331562539,11.4133071613794,-15.3993163292395,-0.437687620157795,-4.00737557884494,9.3971977069908,11.2058464148466,9.55281420891184,16.279198602771,10.0874980926056,-10.3659289992364,12.9888537872378,-4.53625292512177,4.56437804089024,-0.5101466793282,0.704681465330385,-17.5951713712951,-16.4502967654719,-10.0981242807412,7.09141944792064,7.83333074171772,-14.2792802018682
-6.49985669049529,-20.7056645661773,4.74178884931001,12.0863532968457,-9.19861774998085,-11.60037904206,16.5656269026026,-17.1399940873815,-4.58653978838301,-3.96644918050688,4.3695719832138,12.0008818934594,14.0151261804774,4.76246156944009,18.9963716900734,-10.7157390418344,-15.4101234468486,-14.1206310385615,18.7018021045002,-2.8905593908211,-6.79371662323317,-3.71544686765871,16.8028164734281,9.98002898421663,-2.01571577016491,-0.40999947069189,-18.4680307910164,1.08241580743125,16.5154439679193,-11.6839792035847,14.4186642094133,13.3534090894249,-18.9877680662745,1.05839069079193,-11.9329897902491,18.9068714120666,9.29833825376931,15.3570433551716,-0.921848242638395,6.01351201927079,-9.17344030943763,1.66809509691716,3.88861202227584,4.24223081635983,-18.51118049826,10.9941690401987,-0.946522420640365,-2.55491222541655,15.6785139474102,-15.0828221063058,-4.50581253014937,-1.54799779211549,7.26544227569385,-6.93964537416274,15.7969325354074,7.58866161168212,11.3626049408272,11.5132229667009,6.21363037580105,-15.5819445104268,-17.5811854399008,2.59786451929476,-10.2614372161835,-23.2001509454207,-19.8854522115089,7.92363812356256,14.7689134362288,-9.85372735068237,-25.4487102607293,-0.161675586886902,-0.444173593020692,11.2201744128008,-7.43886531159455,7.50098749180631,15.2572520460629,0.277382243289673,-7.51263612607546,-16.0128730157008,12.5630037968031,11.2300398169684,-15.4871793653522,-0.195443235491312,-4.16023129083253,9.45096455418033,10.9251131133613,9.51185259622419,16.6592899568447,10.153930005035,-10.4548839822947,12.2693060223677,-4.47407687124965,4.78173431015918,-0.541630019931292,0.634560878806898,-17.4894932241779,-16.3935257476516,-9.62127821490196,6.68939984194514,7.63635825431898,-14.0638441570973
-6.32376878972292,-20.4970871260841,5.12481448949496,12.0430449711478,-9.18293795071359,-11.6353608189495,16.6513713548404,-16.8399842595719,-4.81699963894395,-3.63664329254049,4.30623852608163,11.4658391741305,13.6197830986762,4.7775383911045,18.8819653028251,-10.7435121514028,-15.352971460994,-14.0525758477444,18.7719638192174,-3.27182039201448,-6.99526061819194,-4.03339647479874,16.9248852105317,9.96225947942392,-1.70573298831684,-0.173002448674855,-18.2922641196932,1.3920518203762,16.5253546552305,-12.0163094146583,14.5050611298796,13.3675235967459,-18.7071933805458,1.15464977222623,-11.9499390626166,18.9290936869513,9.13337486754247,15.2401709063681,-0.795787782647091,5.92033217576556,-9.05714950511227,1.55057510507951,3.98151319505975,4.40590661110726,-18.4320171408472,11.0549603429465,-1.05418797946802,-2.45116155606602,15.9173699406234,-15.4090734160619,-4.35909952603052,-1.6352573178034,7.63320603232088,-6.61429321940161,15.7821181920267,7.6655635416112,11.1619653394973,11.4488635416811,6.51237677499648,-15.6043723467028,-17.3571195025274,2.67250612414119,-10.5538013009381,-23.2135431739984,-19.8406568815535,7.51233236254594,14.7064475993671,-9.72336819366815,-25.3512673274368,-0.483076451620277,-0.320019201115163,11.3445820740631,-7.58544346243552,7.61129341355763,15.3095675379177,0.163023648959717,-7.84906832346785,-16.3300768643732,12.4046102585847,11.3437335145548,-15.4706201703068,-0.452762462140682,-3.90908384416133,9.42214105064762,10.5355962003653,9.43576260913083,16.5899639433672,10.130650709077,-10.2591695878478,12.4537029861781,-4.60010384672194,4.97016479195586,-0.662246935358591,0.607569775256065,-17.4823623172117,-16.5015976208312,-9.93449439014616,6.90631012952709,8.00108194011149,-14.4137338306383
